Time: Fri Dec  2 15:44:08 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,50.62,52.15,0.00,39.62,0.00
1100,50.61,51.92,0.00,39.05,0.00
1100,50.62,51.94,0.00,38.81,0.00
1100,50.61,51.67,0.00,38.60,0.00
1200,50.58,51.54,0.46,39.01,0.19
1200,50.60,51.42,0.33,38.75,0.18
1200,50.62,51.13,0.32,38.75,0.20
1200,50.60,51.21,0.31,38.72,0.20
1300,50.58,50.76,0.80,38.81,0.43
1300,50.61,51.12,0.80,39.07,0.47
1300,50.58,51.17,0.82,39.30,0.44
1300,50.60,51.01,0.85,39.07,0.43
1400,50.56,50.90,1.89,39.42,0.80
1400,50.56,51.36,1.82,39.41,0.78
1400,50.58,51.46,1.83,39.68,0.79
1400,50.58,51.59,1.90,39.57,0.78
1500,50.51,50.83,3.36,39.83,1.16
1500,50.52,51.03,3.52,39.62,1.19
1500,50.52,51.31,3.55,39.51,1.20
1500,50.51,51.17,3.44,39.54,1.22
1600,50.45,50.86,5.18,40.21,1.55
1600,50.48,51.21,5.28,40.01,1.54
1600,50.44,51.22,5.32,40.33,1.51
1600,50.45,51.07,5.31,39.88,1.54
1700,50.38,51.07,7.85,41.02,1.95
1700,50.40,51.45,7.82,40.53,2.06
1700,50.40,51.28,8.02,41.03,2.15
1700,50.40,51.25,8.04,40.53,2.08
1800,50.29,50.98,11.44,41.16,2.75
1800,50.28,51.33,11.24,41.16,2.61
1800,50.34,51.25,11.19,41.57,2.61
1800,50.31,51.26,10.93,40.89,2.58
1900,50.10,51.34,16.47,42.40,3.32
1900,50.17,51.45,16.24,42.02,3.19
1900,50.16,51.29,16.16,42.01,3.21
1900,50.14,51.42,16.50,41.94,3.23
