Time: Mon Dec 19 13:26:52 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.31,48.34,0.22,0.28,-0.00
1000,48.30,48.30,0.22,0.28,-0.00
1000,48.28,48.35,0.23,0.27,-0.00
1000,48.31,48.34,0.21,0.29,-0.00
1000,48.30,48.30,0.21,0.31,-0.00
1100,48.27,48.29,0.21,0.70,0.21
1100,48.31,48.24,0.20,0.65,0.21
1100,48.26,48.33,0.23,0.66,0.20
1100,48.27,48.31,0.22,0.71,0.21
1100,48.30,48.33,0.22,0.69,0.18
1200,48.24,48.27,0.20,1.14,0.42
1200,48.24,48.32,0.18,1.11,0.42
1200,48.27,48.29,0.22,1.14,0.43
1200,48.32,48.27,0.23,1.11,0.41
1200,48.26,48.32,0.20,1.09,0.44
1300,48.28,48.33,0.22,1.95,0.75
1300,48.31,48.30,0.22,1.83,0.76
1300,48.26,48.32,0.21,1.91,0.73
1300,48.28,48.28,0.20,1.99,0.78
1300,48.29,48.32,0.17,2.04,0.77
1400,48.23,48.24,0.20,3.07,1.11
1400,48.25,48.30,0.21,3.01,1.10
1400,48.28,48.25,0.22,3.01,1.11
1400,48.25,48.26,0.20,3.04,1.11
1400,48.27,48.32,0.20,2.97,1.14
1500,48.20,48.24,0.19,4.52,1.56
1500,48.22,48.21,0.19,4.61,1.55
1500,48.17,48.18,0.22,4.62,1.54
1500,48.18,48.20,0.20,4.58,1.57
1500,48.19,48.16,0.20,4.52,1.55
1600,48.25,48.14,0.19,6.75,2.09
1600,48.16,48.15,0.20,6.73,2.06
1600,48.14,48.21,0.19,6.80,2.01
1600,48.14,48.21,0.18,6.44,2.05
1600,48.14,48.18,0.19,6.31,2.03
1700,48.17,48.13,0.16,8.85,2.50
1700,48.15,48.07,0.20,8.74,2.50
1700,48.17,48.09,0.19,8.77,2.52
1700,48.13,48.06,0.18,8.77,2.53
1700,48.14,48.11,0.20,8.74,2.56
1800,48.12,48.04,0.14,11.76,3.13
1800,48.12,48.04,0.18,11.74,3.11
1800,48.14,48.01,0.19,11.83,3.10
1800,48.09,48.01,0.17,11.97,3.09
1800,48.12,48.05,0.17,11.68,3.06
