Time: Fri Dec 16 15:50:27 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.32,48.36,0.24,0.31,-0.00
1000,48.30,48.34,0.23,0.32,-0.00
1000,48.32,48.33,0.23,0.31,-0.00
1000,48.31,48.40,0.25,0.30,-0.00
1000,48.32,48.39,0.26,0.31,-0.00
1100,48.31,48.29,0.21,0.76,0.23
1100,48.34,48.37,0.24,0.70,0.21
1100,48.35,48.26,0.24,0.76,0.23
1100,48.32,48.29,0.22,0.75,0.23
1100,48.30,48.31,0.24,0.76,0.22
1200,48.32,48.30,0.23,1.34,0.48
1200,48.27,48.34,0.24,1.36,0.49
1200,48.29,48.32,0.23,1.35,0.49
1200,48.32,48.36,0.23,1.35,0.50
1200,48.23,48.33,0.23,1.37,0.49
1300,48.33,48.30,0.24,2.23,0.84
1300,48.30,48.32,0.25,2.23,0.84
1300,48.33,48.28,0.24,2.28,0.85
1300,48.29,48.32,0.23,2.29,0.81
1300,48.31,48.28,0.22,2.25,0.85
1400,48.27,48.30,0.21,3.51,1.24
1400,48.28,48.30,0.20,3.59,1.26
1400,48.24,48.25,0.23,3.52,1.25
1400,48.27,48.21,0.22,3.44,1.26
1400,48.27,48.26,0.21,3.52,1.24
1500,48.25,48.19,0.24,5.16,1.69
1500,48.28,48.22,0.23,5.38,1.73
1500,48.24,48.25,0.20,5.22,1.69
1500,48.27,48.21,0.21,5.28,1.68
1500,48.19,48.21,0.21,5.32,1.67
1600,48.21,48.17,0.22,7.34,2.07
1600,48.16,48.22,0.20,7.31,2.05
1600,48.24,48.18,0.20,7.17,2.08
1600,48.19,48.16,0.20,7.39,2.08
1600,48.18,48.20,0.20,7.25,2.10
1700,48.18,48.04,0.22,10.45,2.72
1700,48.15,48.06,0.22,10.51,2.70
1700,48.19,48.15,0.17,10.05,2.74
1700,48.15,48.07,0.22,10.15,2.78
1700,48.19,48.10,0.18,10.45,2.77
1800,48.11,47.89,0.17,15.58,3.29
1800,48.11,47.90,0.18,15.40,3.20
1800,48.05,47.97,0.17,14.27,3.32
1800,48.10,47.95,0.17,13.96,3.43
1800,48.12,48.01,0.18,13.87,3.37
