Time: Tue Dec 13 14:25:51 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,48.34,48.33,0.24,0.23,0.00
1100,48.31,48.33,0.23,0.24,0.00
1100,48.27,48.37,0.26,0.26,0.00
1100,48.33,48.29,0.28,0.24,0.00
1100,48.29,48.31,0.24,0.22,0.00
1200,48.23,48.35,0.26,0.49,0.16
1200,48.27,48.34,0.27,0.49,0.16
1200,48.28,48.31,0.25,0.49,0.17
1200,48.30,48.27,0.26,0.48,0.17
1200,48.25,48.33,0.24,0.49,0.15
1300,48.32,48.33,0.24,0.90,0.41
1300,48.35,48.33,0.25,0.86,0.41
1300,48.29,48.30,0.27,0.88,0.39
1300,48.30,48.34,0.24,0.89,0.43
1300,48.30,48.22,0.26,0.94,0.41
1400,48.32,48.31,0.25,1.47,0.68
1400,48.32,48.32,0.25,1.55,0.71
1400,48.21,48.25,0.25,1.55,0.70
1400,48.30,48.32,0.27,1.45,0.73
1400,48.29,48.25,0.22,1.55,0.74
1500,48.26,48.30,0.25,2.71,1.22
1500,48.24,48.24,0.24,2.66,1.18
1500,48.23,48.28,0.23,2.68,1.24
1500,48.25,48.23,0.26,2.68,1.21
1500,48.26,48.25,0.27,2.83,1.20
1600,48.27,48.25,0.23,4.07,1.61
1600,48.25,48.21,0.22,4.21,1.67
1600,48.25,48.19,0.25,4.28,1.66
1600,48.23,48.23,0.23,4.09,1.62
1600,48.27,48.14,0.24,4.19,1.61
1700,48.23,48.17,0.24,5.81,2.11
1700,48.22,48.16,0.24,5.89,2.11
1700,48.21,48.21,0.22,5.94,2.09
1700,48.21,48.18,0.21,5.98,2.11
1700,48.16,48.14,0.22,5.58,2.01
1800,48.13,48.12,0.22,8.15,2.61
1800,48.18,48.12,0.22,8.08,2.63
1800,48.19,48.09,0.21,8.05,2.61
1800,48.19,48.15,0.22,8.04,2.62
1800,48.12,48.09,0.21,8.30,2.65
