Time: Fri Dec 16 15:34:11 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.30,48.39,0.22,0.29,0.00
1000,48.36,48.37,0.23,0.28,0.00
1000,48.29,48.37,0.22,0.30,0.00
1000,48.34,48.37,0.25,0.30,0.00
1000,48.33,48.32,0.22,0.28,0.00
1100,48.32,48.33,0.24,0.67,0.17
1100,48.30,48.30,0.23,0.70,0.17
1100,48.34,48.29,0.23,0.67,0.17
1100,48.31,48.34,0.24,0.66,0.17
1100,48.33,48.32,0.24,0.67,0.17
1200,48.34,48.33,0.21,1.13,0.39
1200,48.29,48.35,0.21,1.15,0.39
1200,48.32,48.27,0.23,1.19,0.40
1200,48.31,48.36,0.23,1.14,0.40
1200,48.28,48.36,0.22,1.15,0.39
1300,48.32,48.27,0.20,1.87,0.60
1300,48.30,48.28,0.22,1.82,0.62
1300,48.25,48.30,0.20,1.77,0.59
1300,48.31,48.34,0.22,1.82,0.63
1300,48.27,48.33,0.22,1.81,0.61
1400,48.23,48.25,0.23,2.74,0.92
1400,48.30,48.32,0.21,2.73,0.91
1400,48.28,48.25,0.22,2.70,0.90
1400,48.33,48.26,0.22,2.72,0.89
1400,48.27,48.27,0.22,2.74,0.91
1500,48.20,48.27,0.22,4.01,1.25
1500,48.29,48.23,0.22,4.12,1.27
1500,48.29,48.29,0.22,4.10,1.25
1500,48.51,48.07,0.22,4.11,1.27
1500,48.29,48.23,0.23,4.17,1.25
1600,48.24,48.23,0.22,5.60,1.62
1600,48.22,48.22,0.21,5.64,1.63
1600,48.47,48.09,0.21,5.40,1.59
1600,48.25,48.21,0.20,5.62,1.63
1600,48.25,48.20,0.20,5.74,1.65
1700,48.23,48.13,0.21,7.78,2.04
1700,48.18,48.18,0.19,7.73,2.09
1700,48.21,48.16,0.20,7.92,2.10
1700,48.21,48.17,0.20,7.61,2.05
1700,48.23,48.13,0.20,7.62,2.05
1800,48.16,48.13,0.19,10.33,2.53
1800,48.19,48.10,0.19,10.31,2.52
1800,48.13,48.07,0.18,10.29,2.50
