Time: Fri Dec 16 15:31:27 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.40,48.34,0.23,0.29,-0.00
1000,48.35,48.36,0.23,0.30,-0.00
1000,48.33,48.35,0.22,0.30,-0.00
1000,48.35,48.37,0.26,0.30,-0.00
1000,48.33,48.36,0.23,0.29,-0.00
1100,48.31,48.34,0.23,0.66,0.17
1100,48.30,48.39,0.22,0.65,0.17
1100,48.34,48.33,0.24,0.65,0.16
1100,48.33,48.34,0.23,0.69,0.17
1100,48.27,48.31,0.23,0.68,0.17
1200,48.30,48.36,0.23,1.17,0.38
1200,48.29,48.36,0.23,1.16,0.39
1200,48.33,48.36,0.24,1.21,0.39
1200,48.33,48.34,0.23,1.16,0.39
1200,48.32,48.36,0.22,1.09,0.38
1300,48.28,48.34,0.23,1.81,0.60
1300,48.29,48.33,0.23,1.82,0.60
1300,48.27,48.32,0.22,1.82,0.59
1300,48.29,48.31,0.24,1.79,0.59
1300,48.27,48.34,0.21,1.81,0.59
1400,48.31,48.33,0.23,2.76,0.91
1400,48.28,48.32,0.23,2.74,0.90
1400,48.29,48.27,0.23,2.70,0.89
1400,48.30,48.32,0.22,2.68,0.88
1400,48.28,48.32,0.22,2.73,0.88
1500,48.28,48.23,0.21,4.06,1.26
1500,48.21,48.27,0.21,4.09,1.26
1500,48.31,48.24,0.21,4.01,1.25
1500,48.25,48.23,0.22,4.07,1.23
1500,48.32,48.28,0.22,4.04,1.27
1600,48.28,48.25,0.22,5.53,1.63
1600,48.28,48.24,0.19,5.50,1.62
1600,48.23,48.18,0.19,5.52,1.61
1600,48.27,48.22,0.21,5.53,1.62
1600,48.28,48.19,0.22,5.46,1.64
1700,48.20,48.18,0.21,7.71,2.07
1700,48.20,48.16,0.21,7.94,2.11
1700,48.18,48.20,0.22,7.73,2.04
1700,48.24,48.20,0.19,7.86,2.08
1700,48.20,48.11,0.19,7.77,2.12
1800,48.17,48.06,0.21,10.59,2.58
1800,48.19,48.12,0.18,10.46,2.57
1800,48.17,48.09,0.19,10.30,2.58
