Time: Fri Dec 16 15:41:48 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.37,48.35,0.25,0.29,-0.00
1000,48.32,48.33,0.23,0.29,-0.00
1000,48.27,48.34,0.21,0.28,-0.00
1000,48.27,48.32,0.24,0.30,-0.00
1000,48.29,48.35,0.20,0.28,-0.00
1100,48.32,48.33,0.22,0.77,0.26
1100,48.32,48.33,0.23,0.78,0.26
1100,48.29,48.32,0.23,0.77,0.26
1100,48.31,48.33,0.23,0.78,0.26
1100,48.35,48.35,0.23,0.76,0.26
1200,48.31,48.35,0.24,1.37,0.52
1200,48.29,48.34,0.23,1.35,0.51
1200,48.30,48.32,0.21,1.38,0.53
1200,48.31,48.35,0.23,1.41,0.55
1200,48.31,48.30,0.20,1.34,0.53
1300,48.31,48.31,0.21,2.57,0.95
1300,48.27,48.27,0.24,2.64,0.96
1300,48.28,48.32,0.20,2.59,0.94
1300,48.31,48.30,0.22,2.48,0.91
1300,48.28,48.32,0.22,2.50,0.92
1400,48.28,48.24,0.20,4.06,1.37
1400,48.31,48.23,0.21,4.05,1.37
1400,48.21,48.21,0.22,4.08,1.40
1400,48.24,48.29,0.23,4.08,1.39
1400,48.29,48.27,0.23,4.13,1.40
1500,48.28,48.20,0.19,6.14,1.86
1500,48.18,48.23,0.19,6.27,1.92
1500,48.27,48.19,0.22,6.27,1.88
1500,48.25,48.22,0.21,6.33,1.92
1500,48.27,48.15,0.20,6.23,1.87
1600,48.18,48.09,0.19,8.93,2.44
1600,48.18,48.05,0.19,8.69,2.41
1600,48.18,48.13,0.21,8.98,2.40
1600,48.20,48.17,0.19,8.53,2.33
1600,48.20,48.19,0.18,8.66,2.33
1700,48.11,48.06,0.17,12.27,3.04
1700,48.17,47.93,0.18,12.13,3.03
1700,48.14,48.01,0.19,12.26,3.00
1700,48.17,48.03,0.20,12.29,2.96
1700,48.16,48.06,0.19,12.23,3.02
1800,48.10,47.93,0.17,16.14,3.62
1800,48.11,47.94,0.18,16.73,3.59
1800,48.06,47.95,0.17,16.53,3.65
1800,48.12,47.94,0.14,16.20,3.61
1800,48.11,47.92,0.16,16.17,3.52
