Time: Wed Dec 21 10:09:56 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.28,48.25,0.23,0.18,0.00
1000,48.27,48.34,0.21,0.19,0.00
1000,48.28,48.32,0.20,0.17,0.00
1000,48.29,48.24,0.20,0.15,0.00
1000,48.31,48.31,0.20,0.20,-0.00
1100,48.27,48.33,0.45,0.17,0.20
1100,48.31,48.25,0.47,0.20,0.19
1100,48.31,48.27,0.48,0.16,0.19
1100,48.24,48.35,0.48,0.19,0.19
1100,48.20,48.28,0.49,0.19,0.18
1200,48.28,48.23,0.92,0.17,0.44
1200,48.24,48.25,0.85,0.19,0.43
1200,48.33,48.26,0.89,0.20,0.43
1200,48.27,48.29,0.86,0.17,0.44
1200,48.25,48.23,0.86,0.17,0.43
1300,48.28,48.29,1.43,0.17,0.71
1300,48.28,48.33,1.42,0.14,0.71
1300,48.32,48.28,1.45,0.19,0.72
1300,48.25,48.24,1.46,0.18,0.71
1300,48.24,48.24,1.43,0.20,0.72
1400,48.22,48.24,2.59,0.19,1.21
1400,48.23,48.28,2.67,0.18,1.24
1400,48.21,48.22,2.60,0.16,1.22
1400,48.24,48.26,2.67,0.17,1.18
1400,48.29,48.22,2.62,0.18,1.18
1500,48.20,48.21,4.05,0.15,1.66
1500,48.20,48.26,4.05,0.17,1.67
1500,48.16,48.20,4.01,0.17,1.68
1500,48.20,48.17,3.96,0.16,1.68
1500,48.22,48.23,4.03,0.15,1.64
1600,48.14,48.24,5.42,0.13,2.08
1600,48.17,48.24,5.38,0.15,2.06
1600,48.14,48.19,5.62,0.13,2.05
1600,48.18,48.20,5.51,0.15,2.05
1600,48.15,48.24,5.33,0.16,2.05
1700,48.04,48.15,7.54,0.13,2.64
1700,48.18,48.18,7.59,0.14,2.62
1700,48.08,48.19,7.43,0.13,2.59
1700,48.16,48.24,7.40,0.12,2.60
1700,48.05,48.20,7.49,0.13,2.60
1800,48.11,48.13,9.90,0.10,3.20
1800,48.10,48.16,10.02,0.11,3.13
1800,48.03,48.16,9.97,0.11,3.17
1800,48.08,48.17,9.90,0.11,3.14
1800,48.07,48.21,9.94,0.11,3.11
