Time: Wed Dec 21 10:35:00 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.30,48.23,0.22,0.20,0.00
1000,48.33,48.28,0.20,0.19,0.00
1000,48.31,48.34,0.24,0.19,0.00
1000,48.24,48.29,0.22,0.19,-0.00
1000,48.29,48.32,0.20,0.20,-0.00
1100,48.28,48.24,0.43,0.19,0.13
1100,48.32,48.29,0.43,0.20,0.14
1100,48.33,48.34,0.44,0.16,0.14
1100,48.28,48.29,0.43,0.19,0.14
1100,48.31,48.28,0.42,0.20,0.15
1200,48.29,48.29,0.75,0.19,0.35
1200,48.29,48.31,0.76,0.20,0.36
1200,48.26,48.27,0.73,0.19,0.35
1200,48.33,48.27,0.76,0.19,0.36
1200,48.27,48.30,0.73,0.19,0.35
1300,48.33,48.28,1.17,0.16,0.58
1300,48.29,48.27,1.13,0.16,0.56
1300,48.32,48.36,1.15,0.17,0.57
1300,48.36,48.24,1.17,0.17,0.58
1300,48.23,48.25,1.18,0.17,0.58
1400,48.30,48.25,1.80,0.18,0.87
1400,48.26,48.27,1.69,0.17,0.86
1400,48.29,48.32,1.81,0.16,0.84
1400,48.25,48.31,1.77,0.17,0.83
1400,48.28,48.24,1.74,0.17,0.82
1500,48.24,48.23,2.75,0.17,1.27
1500,48.25,48.28,2.76,0.18,1.24
1500,48.25,48.29,2.61,0.18,1.23
1500,48.17,48.27,2.71,0.16,1.28
1500,48.20,48.23,2.75,0.16,1.24
1600,48.17,48.27,3.89,0.15,1.63
1600,48.23,48.30,3.85,0.16,1.63
1600,48.23,48.26,3.89,0.17,1.64
1600,48.19,48.29,3.90,0.14,1.65
1600,48.22,48.26,3.84,0.17,1.60
1700,48.17,48.25,5.35,0.15,2.05
1700,48.20,48.23,5.29,0.14,2.05
1700,48.20,48.18,5.21,0.16,2.01
1700,48.15,48.25,5.20,0.15,1.98
1700,48.22,48.26,5.23,0.13,2.03
1800,48.18,48.23,6.85,0.14,2.44
1800,48.16,48.22,7.03,0.12,2.45
1800,48.14,48.28,6.71,0.10,2.42
1800,48.17,48.20,6.91,0.13,2.48
1800,48.11,48.23,6.85,0.13,2.52
