Time: Wed Dec 21 10:30:23 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.33,48.30,0.20,0.18,0.00
1000,48.30,48.29,0.18,0.18,0.00
1000,48.30,48.27,0.21,0.20,0.00
1000,48.28,48.26,0.21,0.19,0.00
1000,48.30,48.27,0.22,0.18,0.00
1100,48.23,48.32,0.42,0.17,0.13
1100,48.32,48.27,0.39,0.18,0.14
1100,48.27,48.30,0.43,0.18,0.13
1100,48.31,48.31,0.45,0.18,0.14
1100,48.29,48.26,0.41,0.15,0.13
1200,48.27,48.25,0.75,0.20,0.34
1200,48.28,48.27,0.79,0.17,0.34
1200,48.27,48.25,0.73,0.18,0.35
1200,48.31,48.28,0.75,0.17,0.34
1200,48.30,48.34,0.73,0.19,0.34
1300,48.28,48.27,1.16,0.16,0.55
1300,48.31,48.25,1.13,0.17,0.57
1300,48.21,48.25,1.16,0.17,0.56
1300,48.24,48.28,1.08,0.18,0.55
1300,48.30,48.33,1.11,0.18,0.56
1400,48.29,48.29,1.81,0.18,0.86
1400,48.23,48.30,1.73,0.18,0.86
1400,48.26,48.28,1.71,0.15,0.85
1400,48.25,48.26,1.69,0.17,0.85
1400,48.24,48.26,1.76,0.17,0.84
1500,48.17,48.27,2.65,0.17,1.26
1500,48.30,48.23,2.78,0.15,1.26
1500,48.19,48.29,2.75,0.18,1.26
1500,48.25,48.27,2.80,0.16,1.29
1500,48.22,48.26,2.79,0.16,1.30
1600,48.15,48.24,3.87,0.15,1.66
1600,48.16,48.23,3.99,0.15,1.65
1600,48.20,48.26,4.02,0.17,1.65
1600,48.23,48.30,3.96,0.14,1.69
1600,48.21,48.20,4.04,0.16,1.64
1700,48.13,48.24,5.21,0.14,2.04
1700,48.13,48.22,5.27,0.15,2.03
1700,48.12,48.24,5.17,0.14,2.03
1700,48.13,48.22,5.36,0.15,2.02
1700,48.18,48.14,5.22,0.16,2.00
1800,48.18,48.20,7.02,0.12,2.48
1800,48.10,48.20,6.99,0.12,2.50
1800,48.12,48.19,7.01,0.13,2.54
1800,48.09,48.17,6.92,0.12,2.50
1800,48.10,48.18,7.15,0.14,2.47
