Time: Wed Dec 21 10:07:03 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.31,48.29,0.22,0.17,0.00
1000,48.29,48.30,0.19,0.18,-0.00
1000,48.28,48.33,0.20,0.17,-0.00
1000,48.29,48.30,0.21,0.18,0.00
1000,48.32,48.32,0.22,0.19,0.00
1100,48.32,48.25,0.47,0.17,0.18
1100,48.31,48.27,0.48,0.20,0.19
1100,48.27,48.27,0.48,0.17,0.19
1100,48.28,48.27,0.51,0.18,0.19
1100,48.31,48.35,0.49,0.17,0.19
1200,48.27,48.29,0.85,0.18,0.46
1200,48.23,48.30,0.83,0.19,0.44
1200,48.32,48.27,0.85,0.19,0.44
1200,48.29,48.26,0.85,0.20,0.44
1200,48.28,48.30,0.87,0.18,0.45
1300,48.30,48.26,1.43,0.15,0.71
1300,48.27,48.25,1.47,0.17,0.71
1300,48.27,48.26,1.48,0.17,0.71
1300,48.28,48.30,1.42,0.19,0.75
1300,48.27,48.28,1.52,0.17,0.78
1400,48.27,48.25,2.62,0.17,1.22
1400,48.25,48.28,2.63,0.15,1.21
1400,48.15,48.24,2.59,0.18,1.20
1400,48.19,48.21,2.61,0.17,1.16
1500,48.18,48.27,3.84,0.16,1.63
1500,48.19,48.27,4.06,0.15,1.60
1500,48.23,48.22,3.91,0.14,1.59
1500,48.20,48.29,4.01,0.13,1.58
1500,48.20,48.26,4.11,0.15,1.56
1600,48.10,48.24,5.50,0.14,2.03
1600,48.17,48.25,5.48,0.13,2.09
1600,48.15,48.20,5.62,0.14,2.09
1600,48.19,48.22,5.40,0.13,2.06
1600,48.13,48.22,5.32,0.15,2.04
1700,48.05,48.17,7.45,0.12,2.65
1700,48.15,48.19,7.69,0.13,2.64
1700,48.14,48.21,7.63,0.12,2.64
1700,48.13,48.19,7.54,0.10,2.61
1700,48.07,48.22,7.53,0.11,2.60
1800,48.06,48.16,9.49,0.12,3.12
1800,48.04,48.19,10.03,0.11,3.17
1800,48.05,48.12,9.91,0.12,3.15
1800,48.04,48.17,10.06,0.12,3.14
1800,48.02,48.19,10.07,0.12,3.15
