Time: Tue Dec 13 10:43:04 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,48.27,48.29,0.24,0.19,-0.00
1100,48.31,48.30,0.25,0.18,-0.00
1100,48.29,48.22,0.24,0.20,-0.00
1100,48.27,48.25,0.24,0.17,-0.00
1100,48.28,48.33,0.25,0.19,-0.00
1200,48.25,48.31,0.61,0.18,0.16
1200,48.29,48.27,0.52,0.17,0.16
1200,48.29,48.27,0.50,0.18,0.16
1200,48.30,48.24,0.54,0.20,0.17
1200,48.24,48.31,0.50,0.19,0.17
1300,48.24,48.28,0.79,0.19,0.33
1300,48.26,48.30,0.80,0.20,0.33
1300,48.27,48.27,0.83,0.19,0.33
1300,48.25,48.31,0.80,0.18,0.35
1300,48.25,48.27,0.80,0.17,0.33
1400,48.25,48.25,1.52,0.19,0.65
1400,48.28,48.20,1.52,0.18,0.65
1400,48.23,48.32,1.47,0.17,0.64
1400,48.29,48.27,1.48,0.17,0.64
1400,48.24,48.25,1.49,0.19,0.64
1500,48.21,48.26,2.30,0.16,0.98
1500,48.15,48.27,2.34,0.15,0.97
1500,48.19,48.27,2.41,0.16,0.99
1500,48.22,48.23,2.34,0.15,1.01
1500,48.22,48.25,2.42,0.16,0.96
1600,48.15,48.23,3.47,0.16,1.32
1600,48.19,48.26,3.51,0.13,1.32
1600,48.22,48.20,3.39,0.16,1.32
1600,48.11,48.24,3.37,0.14,1.34
1600,48.18,48.25,3.41,0.16,1.34
1700,48.16,48.24,4.93,0.14,1.79
1700,48.13,48.22,5.05,0.11,1.78
1700,48.15,48.16,5.01,0.13,1.78
1700,48.13,48.21,5.02,0.12,1.81
1700,48.10,48.16,5.02,0.13,1.78
1800,48.05,48.16,6.97,0.11,2.20
1800,48.05,48.17,6.97,0.11,2.22
1800,48.09,48.18,6.97,0.11,2.23
1800,48.08,48.19,6.78,0.12,2.20
1800,48.05,48.11,6.99,0.11,2.24
