Time: Tue Dec 13 10:22:54 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,48.30,48.25,0.24,0.20,0.00
1100,48.29,48.27,0.23,0.18,0.00
1100,48.28,48.30,0.24,0.18,0.00
1100,48.28,48.30,0.24,0.21,0.00
1100,48.25,48.32,0.24,0.21,0.00
1200,48.21,48.29,0.73,0.18,0.23
1200,48.22,48.23,0.59,0.19,0.24
1200,48.31,48.29,0.58,0.20,0.24
1200,48.23,48.30,0.60,0.18,0.25
1200,48.27,48.30,0.57,0.18,0.24
1300,48.24,48.22,1.06,0.17,0.52
1300,48.19,48.29,1.05,0.21,0.55
1300,48.25,48.23,1.07,0.18,0.55
1300,48.26,48.28,1.08,0.20,0.53
1300,48.29,48.27,1.06,0.21,0.52
1400,48.23,48.29,1.95,0.16,0.95
1400,48.20,48.26,1.95,0.17,0.98
1400,48.18,48.19,2.00,0.19,0.99
1400,48.22,48.23,2.10,0.16,1.01
1400,48.20,48.25,2.13,0.16,1.03
1500,48.17,48.20,3.51,0.13,1.50
1500,48.18,48.15,3.58,0.15,1.51
1500,48.17,48.23,3.58,0.14,1.51
1500,48.19,48.18,3.58,0.13,1.51
1500,48.16,48.21,3.52,0.15,1.47
1600,48.11,48.21,5.13,0.12,1.97
1600,48.14,48.15,5.20,0.13,1.99
1600,48.11,48.19,5.16,0.12,1.98
1600,48.18,48.18,5.05,0.13,1.93
1600,48.11,48.15,5.04,0.15,1.93
1700,48.05,48.14,7.28,0.11,2.55
1700,48.05,48.17,7.37,0.08,2.57
1700,48.01,48.19,7.49,0.11,2.58
1700,48.01,48.17,7.49,0.08,2.59
1700,48.04,48.20,7.62,0.08,2.60
1800,47.94,48.10,9.98,0.08,3.16
1800,47.99,48.14,10.15,0.08,3.15
1800,47.99,48.15,10.09,0.08,3.15
1800,47.91,48.10,10.00,0.08,3.18
1800,47.99,48.10,10.11,0.07,3.18
