Time: Thu Dec 22 14:49:17 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.39,48.48,0.23,0.29,-0.00
1000,48.44,48.43,0.21,0.28,-0.00
1000,48.45,48.45,0.21,0.28,-0.00
1000,48.45,48.37,0.22,0.31,-0.00
1000,48.41,48.45,0.21,0.30,-0.00
1100,48.41,48.46,0.49,0.47,0.22
1100,48.40,48.40,0.48,0.48,0.22
1100,48.38,48.39,0.46,0.47,0.19
1100,48.44,48.39,0.48,0.48,0.23
1100,48.41,48.44,0.48,0.49,0.23
1200,48.36,48.45,0.86,0.70,0.53
1200,48.38,48.45,0.86,0.70,0.54
1200,48.40,48.38,0.84,0.70,0.54
1200,48.37,48.41,0.88,0.69,0.55
1200,48.38,48.40,0.85,0.69,0.55
1300,48.42,48.38,1.46,0.95,0.92
1300,48.37,48.41,1.40,1.10,0.92
1300,48.36,48.44,1.39,0.94,0.91
1300,48.41,48.41,1.47,0.94,0.91
1300,48.35,48.43,1.44,1.01,0.91
1400,48.33,48.40,2.54,1.56,1.50
1400,48.30,48.41,2.62,1.53,1.49
1400,48.33,48.37,2.53,1.52,1.49
1400,48.38,48.41,2.53,1.50,1.50
1400,48.37,48.38,2.54,1.53,1.48
1500,48.33,48.34,3.69,2.29,2.04
1500,48.31,48.38,3.74,2.33,2.02
1500,48.24,48.39,3.73,2.29,2.01
1500,48.33,48.39,4.00,2.23,2.03
1500,48.29,48.33,3.85,2.27,2.03
1600,48.23,48.32,5.30,3.06,2.60
1600,48.25,48.37,5.43,3.03,2.57
1600,48.30,48.27,5.06,3.12,2.58
1600,48.22,48.32,5.10,3.12,2.58
1600,48.25,48.34,5.37,3.13,2.59
1700,48.21,48.26,7.50,3.98,3.29
1700,48.20,48.31,7.17,4.12,3.24
1700,48.22,48.23,7.37,3.91,3.26
1700,48.19,48.28,7.40,4.01,3.23
1700,48.17,48.29,7.43,3.88,3.24
1800,48.16,48.23,9.50,5.38,3.94
1800,48.12,48.22,9.62,5.43,3.94
1800,48.17,48.24,9.70,5.03,3.99
1800,48.12,48.21,9.58,5.39,3.99
1800,48.15,48.19,9.55,5.60,3.95
