Time: Thu Dec 22 15:08:25 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.36,48.42,0.23,0.26,0.00
1000,48.39,48.45,0.26,0.27,0.00
1000,48.41,48.42,0.22,0.30,-0.00
1000,48.34,48.43,0.25,0.26,-0.00
1000,48.36,48.42,0.24,0.29,-0.00
1100,48.34,48.40,0.49,0.43,0.19
1100,48.33,48.46,0.48,0.43,0.19
1100,48.39,48.42,0.48,0.45,0.18
1100,48.36,48.36,0.49,0.44,0.20
1100,48.41,48.35,0.47,0.44,0.19
1200,48.33,48.36,0.89,0.59,0.46
1200,48.36,48.42,0.90,0.59,0.47
1200,48.34,48.42,0.89,0.54,0.47
1200,48.36,48.43,0.87,0.47,0.48
1200,48.37,48.38,0.90,0.52,0.48
1300,48.39,48.40,1.48,0.61,0.76
1300,48.34,48.37,1.46,0.67,0.74
1300,48.29,48.40,1.38,0.73,0.76
1300,48.33,48.39,1.40,0.65,0.75
1300,48.35,48.41,1.43,0.68,0.67
1400,48.31,48.37,2.59,0.95,1.15
1400,48.33,48.38,2.58,1.01,1.21
1400,48.35,48.42,2.64,0.92,1.25
1400,48.21,48.45,2.44,0.95,1.26
1400,48.37,48.39,2.53,0.99,1.24
1500,48.29,48.32,3.81,1.18,1.69
1500,48.27,48.35,3.78,1.17,1.70
1500,48.29,48.38,3.86,1.20,1.71
1500,48.33,48.38,3.89,1.15,1.71
1500,48.24,48.35,4.03,1.14,1.71
1600,48.21,48.31,5.59,1.36,2.19
1600,48.44,48.22,5.63,1.48,2.18
1600,48.29,48.29,5.30,1.50,2.18
1600,48.25,48.35,5.31,1.45,2.17
1600,48.25,48.38,5.46,1.54,2.16
1700,48.12,48.30,7.39,1.81,2.76
1700,48.22,48.30,7.33,1.93,2.79
1700,48.23,48.29,7.47,1.81,2.74
1700,48.27,48.33,7.62,1.70,2.78
1700,48.18,48.29,7.45,1.91,2.72
1800,48.18,48.25,9.63,2.44,3.35
1800,48.11,48.21,9.95,2.35,3.38
1800,48.10,48.29,10.20,2.44,3.41
1800,48.14,48.27,9.88,2.32,3.32
1800,48.17,48.24,9.98,2.54,3.30
