Time: Thu Dec 22 14:55:45 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.40,48.44,0.20,0.29,-0.00
1000,48.41,48.39,0.23,0.30,-0.00
1000,48.38,48.37,0.22,0.27,-0.00
1000,48.38,48.40,0.20,0.29,0.00
1000,48.38,48.44,0.22,0.30,-0.00
1100,48.40,48.37,0.47,0.47,0.23
1100,48.37,48.39,0.48,0.47,0.24
1100,48.41,48.41,0.48,0.46,0.23
1100,48.27,48.42,0.45,0.46,0.23
1100,48.41,48.42,0.48,0.44,0.24
1200,48.30,48.44,0.86,0.73,0.57
1200,48.39,48.38,0.87,0.72,0.56
1200,48.38,48.44,0.85,0.72,0.58
1200,48.31,48.39,0.84,0.71,0.57
1200,48.38,48.45,0.85,0.73,0.55
1300,48.33,48.41,1.39,0.99,0.90
1300,48.37,48.39,1.40,1.02,0.95
1300,48.37,48.30,1.40,0.98,0.92
1300,48.35,48.35,1.34,0.99,0.93
1300,48.34,48.39,1.40,0.97,0.91
1400,48.32,48.35,2.45,1.57,1.48
1400,48.32,48.37,2.46,1.52,1.48
1400,48.34,48.38,2.49,1.55,1.48
1400,48.36,48.30,2.58,1.50,1.50
1400,48.33,48.35,2.56,1.51,1.51
1500,48.29,48.32,3.75,2.28,2.05
1500,48.29,48.29,3.92,2.23,2.03
1500,48.28,48.33,3.96,2.28,2.06
1500,48.33,48.36,4.04,2.12,2.03
1500,48.23,48.31,3.73,2.32,1.99
1600,48.21,48.32,5.09,3.06,2.58
1600,48.24,48.27,5.30,2.96,2.58
1600,48.24,48.32,5.33,3.04,2.60
1600,48.22,48.30,5.33,3.04,2.58
1600,48.21,48.28,5.33,2.99,2.59
1700,48.19,48.29,6.87,4.22,3.27
1700,48.21,48.27,7.04,4.24,3.26
1700,48.16,48.27,7.27,4.00,3.25
1700,48.22,48.30,7.71,3.80,3.29
1700,48.17,48.28,7.48,3.89,3.26
1800,48.08,48.17,9.84,5.18,3.92
1800,48.10,48.20,10.09,5.09,3.97
1800,48.13,48.23,9.79,5.38,3.99
1800,48.21,48.17,9.67,5.29,3.97
1800,48.16,48.25,9.90,5.13,3.92
