Time: Thu Dec 22 14:24:55 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.35,48.44,0.20,0.30,0.00
1000,48.37,48.46,0.21,0.27,0.00
1000,48.44,48.43,0.22,0.31,-0.00
1000,48.39,48.47,0.20,0.28,0.00
1000,48.34,48.41,0.20,0.30,0.00
1100,48.35,48.46,0.46,0.52,0.29
1100,48.40,48.44,0.45,0.53,0.29
1100,48.38,48.47,0.49,0.53,0.28
1100,48.40,48.39,0.50,0.54,0.28
1100,48.36,48.42,0.47,0.52,0.27
1200,48.39,48.40,0.87,0.86,0.68
1200,48.35,48.39,0.86,0.86,0.68
1200,48.38,48.42,0.84,0.90,0.63
1200,48.39,48.42,0.86,0.89,0.64
1200,48.35,48.40,0.91,0.88,0.66
1300,48.36,48.39,1.44,1.37,1.10
1300,48.35,48.38,1.44,1.37,1.13
1300,48.36,48.37,1.42,1.39,1.12
1300,48.32,48.37,1.39,1.41,1.12
1300,48.37,48.36,1.44,1.39,1.12
1400,48.35,48.40,2.56,2.36,1.89
1400,48.27,48.36,2.53,2.38,1.88
1400,48.31,48.36,2.55,2.37,1.86
1400,48.33,48.39,2.57,2.41,1.88
1400,48.34,48.34,2.62,2.36,1.88
1500,48.29,48.32,3.92,3.67,2.55
1500,48.23,48.28,3.68,3.58,2.53
1500,48.24,48.28,3.86,3.59,2.53
1500,48.28,48.33,3.87,3.48,2.50
1500,48.27,48.35,3.86,3.63,2.51
1600,48.25,48.30,5.30,4.87,3.21
1600,48.29,48.27,5.19,4.91,3.20
1600,48.20,48.24,5.47,4.80,3.18
1600,48.26,48.25,5.51,4.79,3.19
1600,48.20,48.24,5.49,4.95,3.17
1700,48.17,48.21,7.64,6.55,4.09
1700,48.16,48.25,7.33,6.78,4.04
1700,48.19,48.17,7.55,6.42,3.94
1700,48.20,48.21,7.54,6.43,4.07
1700,48.19,48.20,7.41,6.59,4.01
1800,48.08,48.15,9.87,8.81,4.90
1800,48.10,48.19,9.85,8.74,4.92
1800,48.10,48.13,9.91,8.47,4.90
1800,48.14,48.15,9.83,8.74,4.76
1800,48.10,48.19,9.56,8.43,4.65
