Time: Thu Dec 22 15:04:58 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.39,48.41,0.19,0.28,-0.00
1000,48.38,48.38,0.20,0.29,-0.00
1000,48.39,48.44,0.19,0.29,-0.00
1000,48.37,48.44,0.24,0.28,-0.00
1000,48.39,48.44,0.22,0.28,-0.00
1100,48.38,48.40,0.48,0.46,0.19
1100,48.33,48.42,0.49,0.42,0.20
1100,48.37,48.42,0.47,0.44,0.21
1100,48.39,48.41,0.47,0.44,0.21
1100,48.37,48.43,0.49,0.45,0.22
1200,48.42,48.42,0.87,0.56,0.47
1200,48.32,48.37,0.89,0.56,0.48
1200,48.37,48.42,0.86,0.53,0.48
1200,48.33,48.39,0.90,0.58,0.48
1200,48.35,48.42,0.88,0.59,0.49
1300,48.37,48.37,1.39,0.68,0.79
1300,48.36,48.43,1.40,0.70,0.78
1300,48.31,48.37,1.43,0.71,0.80
1300,48.37,48.38,1.48,0.68,0.81
1300,48.37,48.39,1.40,0.66,0.76
1400,48.38,48.36,2.57,0.91,1.27
1400,48.36,48.31,2.61,0.89,1.26
1400,48.29,48.33,2.58,0.91,1.26
1400,48.29,48.34,2.64,0.93,1.26
1400,48.32,48.32,2.63,0.87,1.26
1500,48.30,48.38,3.96,1.15,1.72
1500,48.32,48.34,4.08,1.24,1.74
1500,48.30,48.37,4.02,1.09,1.76
1500,48.31,48.36,4.01,1.20,1.73
1500,48.30,48.35,3.75,1.19,1.72
1600,48.27,48.31,5.37,1.45,2.19
1600,48.27,48.29,5.40,1.61,2.15
1600,48.24,48.32,5.18,1.62,2.18
1600,48.22,48.36,5.17,1.54,2.21
1600,48.27,48.36,5.07,1.56,2.13
1700,48.14,48.29,7.39,1.90,2.71
1700,48.20,48.30,7.20,1.96,2.71
1700,48.17,48.27,7.47,1.82,2.76
1700,48.23,48.30,7.28,1.85,2.72
1700,48.14,48.33,7.23,1.90,2.74
1800,48.17,48.30,9.88,2.35,3.45
1800,48.35,48.22,10.65,2.34,3.43
1800,48.12,48.22,9.68,2.45,3.39
1800,48.19,48.26,9.97,2.22,3.37
1800,48.14,48.27,10.07,2.26,3.36
