Time: Mon Dec 19 13:15:54 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.32,48.37,0.23,0.31,0.00
1000,48.29,48.37,0.24,0.31,0.00
1000,48.26,48.32,0.23,0.30,0.00
1000,48.31,48.28,0.20,0.33,0.00
1000,48.32,48.36,0.24,0.31,0.00
1100,48.26,48.27,0.22,0.76,0.22
1100,48.29,48.27,0.20,0.76,0.24
1100,48.24,48.33,0.23,0.70,0.24
1100,48.27,48.34,0.23,0.73,0.22
1100,48.29,48.30,0.20,0.72,0.22
1200,48.27,48.34,0.20,1.22,0.45
1200,48.28,48.28,0.20,1.22,0.46
1200,48.28,48.27,0.22,1.24,0.47
1200,48.31,48.33,0.22,1.20,0.44
1200,48.28,48.34,0.22,1.18,0.44
1300,48.26,48.26,0.20,2.25,0.86
1300,48.27,48.29,0.20,2.19,0.84
1300,48.28,48.25,0.22,2.24,0.80
1300,48.27,48.28,0.22,2.24,0.81
1300,48.24,48.25,0.21,2.16,0.78
1400,48.25,48.25,0.21,3.59,1.25
1400,48.46,48.17,0.20,3.69,1.21
1400,48.25,48.24,0.22,3.57,1.20
1400,48.21,48.28,0.20,3.57,1.19
1400,48.18,48.28,0.20,3.40,1.15
1500,48.19,48.19,0.20,5.35,1.70
1500,48.22,48.22,0.20,5.50,1.72
1500,48.20,48.21,0.20,5.37,1.65
1500,48.21,48.20,0.20,5.36,1.66
1500,48.20,48.19,0.20,5.26,1.74
1600,48.15,48.13,0.19,7.87,2.23
1600,48.20,48.10,0.20,7.96,2.26
1600,48.16,48.10,0.20,7.99,2.24
1600,48.18,48.14,0.20,8.10,2.29
1600,48.12,48.12,0.19,7.88,2.32
1700,48.12,48.03,0.17,10.65,2.86
1700,48.22,48.01,0.19,10.68,2.78
1700,48.14,48.08,0.18,10.44,2.71
1700,48.10,48.03,0.18,10.57,2.74
1700,48.12,48.12,0.19,10.56,2.83
1800,48.06,48.01,0.17,14.41,3.41
1800,48.05,48.02,0.15,14.21,3.49
1800,48.07,47.89,0.15,14.24,3.41
1800,48.10,47.97,0.16,14.22,3.46
1800,48.02,47.96,0.17,14.41,3.49
