Time: Mon Dec 19 12:53:47 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.31,48.32,0.22,0.30,-0.00
1000,48.28,48.34,0.23,0.29,-0.00
1000,48.33,48.36,0.23,0.31,-0.00
1000,48.27,48.35,0.23,0.31,-0.00
1000,48.33,48.38,0.23,0.30,-0.00
1100,48.32,48.34,0.22,0.67,0.17
1100,48.29,48.28,0.22,0.62,0.16
1100,48.30,48.31,0.22,0.61,0.16
1100,48.28,48.33,0.24,0.62,0.16
1100,48.28,48.35,0.20,0.63,0.14
1200,48.27,48.32,0.20,1.02,0.31
1200,48.27,48.33,0.22,0.96,0.32
1200,48.29,48.35,0.22,1.03,0.32
1200,48.27,48.33,0.24,1.02,0.32
1200,48.29,48.34,0.21,1.00,0.32
1300,48.30,48.33,0.21,1.69,0.58
1300,48.22,48.33,0.22,1.61,0.56
1300,48.27,48.29,0.22,1.69,0.57
1300,48.25,48.28,0.23,1.67,0.57
1300,48.31,48.30,0.23,1.67,0.56
1400,48.24,48.29,0.24,2.46,0.80
1400,48.29,48.35,0.20,2.43,0.82
1400,48.25,48.29,0.20,2.41,0.81
1400,48.27,48.30,0.21,2.46,0.83
1400,48.27,48.28,0.20,2.39,0.83
1500,48.21,48.27,0.20,3.47,1.10
1500,48.24,48.27,0.20,3.50,1.06
1500,48.25,48.28,0.22,3.45,1.11
1500,48.24,48.24,0.20,3.44,1.08
1500,48.27,48.30,0.21,3.44,1.07
1600,48.23,48.23,0.20,4.78,1.44
1600,48.23,48.23,0.19,4.80,1.41
1600,48.21,48.26,0.18,4.88,1.46
1600,48.23,48.17,0.19,4.96,1.51
1600,48.25,48.26,0.19,4.85,1.43
1700,48.22,48.19,0.19,6.53,1.85
1700,48.22,48.21,0.19,6.73,1.89
1700,48.20,48.15,0.20,6.78,1.90
1700,48.19,48.24,0.20,6.58,1.89
1700,48.19,48.16,0.20,6.56,1.87
1800,48.12,48.15,0.17,8.82,2.25
1800,48.18,48.08,0.18,8.96,2.28
1800,48.17,48.17,0.21,8.85,2.28
1800,48.15,48.15,0.18,8.95,2.30
1800,48.16,48.13,0.18,8.94,2.28
