Time: Mon Dec 19 13:12:55 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.33,48.30,0.23,0.31,0.00
1000,48.29,48.34,0.22,0.30,0.00
1000,48.28,48.36,0.22,0.30,0.00
1000,48.24,48.35,0.21,0.31,0.00
1000,48.29,48.35,0.22,0.30,0.00
1100,48.29,48.27,0.22,0.71,0.23
1100,48.24,48.30,0.21,0.73,0.24
1100,48.29,48.30,0.22,0.73,0.23
1100,48.28,48.36,0.24,0.71,0.23
1100,48.29,48.28,0.21,0.73,0.24
1200,48.25,48.32,0.22,1.16,0.43
1200,48.28,48.27,0.22,1.23,0.43
1200,48.30,48.31,0.21,1.23,0.43
1200,48.27,48.21,0.22,1.14,0.44
1200,48.27,48.33,0.21,1.22,0.45
1300,48.24,48.28,0.19,2.24,0.83
1300,48.29,48.29,0.19,2.23,0.81
1300,48.24,48.28,0.20,2.16,0.82
1300,48.27,48.26,0.22,2.23,0.80
1300,48.31,48.27,0.20,2.29,0.84
1400,48.25,48.25,0.22,3.66,1.24
1400,48.23,48.26,0.20,3.69,1.26
1400,48.26,48.24,0.17,3.61,1.28
1400,48.18,48.32,0.20,3.66,1.25
1400,48.25,48.26,0.21,3.66,1.23
1500,48.22,48.20,0.21,5.27,1.67
1500,48.20,48.22,0.20,5.48,1.69
1500,48.27,48.21,0.19,5.32,1.64
1500,48.23,48.24,0.20,5.50,1.68
1500,48.21,48.20,0.20,5.38,1.73
1600,48.20,48.13,0.21,8.14,2.34
1600,48.16,48.18,0.19,8.11,2.28
1600,48.20,48.14,0.18,7.99,2.32
1600,48.13,48.13,0.18,7.93,2.24
1600,48.18,48.12,0.19,8.30,2.28
1700,48.12,48.10,0.17,10.62,2.84
1700,48.15,48.09,0.18,10.72,2.83
1700,48.17,48.10,0.18,10.74,2.81
1700,48.14,48.05,0.19,10.54,2.79
1700,48.02,48.11,0.19,10.57,2.79
1800,48.09,47.96,0.14,14.38,3.53
1800,48.08,48.02,0.17,14.58,3.57
1800,48.06,47.98,0.17,13.78,3.47
1800,48.10,47.95,0.18,14.02,3.49
1800,48.10,47.95,0.17,14.20,3.39
