Time: Thu Dec 15 15:29:17 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.31,48.36,0.27,0.28,-0.00
1000,48.29,48.39,0.26,0.28,-0.00
1000,48.33,48.36,0.26,0.30,-0.00
1000,48.35,48.40,0.26,0.30,-0.00
1000,48.30,48.38,0.27,0.29,-0.00
1100,48.28,48.40,0.48,0.29,0.14
1100,48.29,48.39,0.48,0.29,0.14
1100,48.28,48.35,0.47,0.29,0.14
1100,48.29,48.38,0.48,0.30,0.14
1200,48.24,48.35,0.80,0.28,0.34
1200,48.25,48.37,0.78,0.29,0.32
1200,48.27,48.37,0.77,0.29,0.35
1200,48.30,48.36,0.80,0.30,0.32
1200,48.32,48.33,0.77,0.30,0.31
1300,48.25,48.36,1.20,0.28,0.55
1300,48.31,48.35,1.18,0.26,0.54
1300,48.28,48.37,1.16,0.28,0.53
1300,48.31,48.30,1.20,0.27,0.54
1300,48.29,48.38,1.18,0.27,0.52
1400,48.24,48.36,1.84,0.27,0.83
1400,48.27,48.32,1.87,0.25,0.84
1400,48.25,48.38,1.84,0.27,0.82
1400,48.24,48.33,1.81,0.26,0.82
1400,48.25,48.35,1.78,0.27,0.82
1500,48.22,48.36,2.76,0.24,1.19
1500,48.19,48.31,2.89,0.26,1.23
1500,48.23,48.26,2.89,0.26,1.24
1500,48.19,48.31,2.90,0.24,1.26
1500,48.26,48.26,2.82,0.26,1.23
1600,48.20,48.31,4.19,0.23,1.62
1600,48.20,48.30,4.10,0.23,1.60
1600,48.16,48.34,4.02,0.24,1.65
1600,48.17,48.29,4.05,0.24,1.60
1600,48.20,48.29,4.14,0.22,1.64
1700,48.16,48.21,5.49,0.23,2.07
1700,48.13,48.30,5.46,0.24,2.05
1700,48.15,48.25,5.57,0.20,2.03
1700,48.12,48.28,5.53,0.21,2.05
1700,48.18,48.24,5.33,0.22,2.03
1800,48.08,48.24,7.18,0.20,2.57
1800,48.13,48.24,7.45,0.19,2.58
1800,48.08,48.29,7.20,0.19,2.56
1800,48.10,48.24,7.13,0.20,2.52
1800,48.11,48.22,7.27,0.21,2.58
1900,48.03,48.23,9.16,0.16,3.02
1900,48.05,48.16,9.24,0.17,3.03
1900,48.06,48.22,9.31,0.17,3.05
1900,48.03,48.17,9.38,0.16,3.04
1900,48.04,48.21,9.25,0.14,2.98
