Time: Thu Dec 15 15:49:49 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.29,48.38,0.29,0.31,0.00
1000,48.35,48.34,0.24,0.29,0.00
1000,48.32,48.40,0.26,0.28,0.00
1000,48.31,48.38,0.24,0.29,-0.00
1000,48.32,48.37,0.25,0.29,-0.00
1100,48.23,48.39,0.49,0.28,0.16
1100,48.33,48.35,0.51,0.28,0.16
1100,48.29,48.39,0.49,0.29,0.14
1100,48.33,48.38,0.47,0.29,0.15
1200,48.26,48.39,0.82,0.28,0.36
1200,48.33,48.40,0.81,0.29,0.35
1200,48.31,48.32,0.85,0.28,0.36
1200,48.29,48.38,0.86,0.27,0.36
1200,48.33,48.33,0.81,0.28,0.36
1300,48.25,48.37,1.24,0.27,0.58
1300,48.30,48.39,1.25,0.26,0.59
1300,48.32,48.39,1.24,0.27,0.60
1300,48.29,48.32,1.24,0.27,0.58
1300,48.29,48.36,1.20,0.26,0.57
1400,48.29,48.38,1.91,0.26,0.91
1400,48.26,48.34,1.91,0.26,0.89
1400,48.24,48.35,1.86,0.23,0.88
1400,48.26,48.34,1.89,0.27,0.88
1400,48.28,48.33,1.90,0.27,0.88
1500,48.25,48.34,2.90,0.23,1.27
1500,48.20,48.39,2.92,0.24,1.31
1500,48.15,48.32,2.92,0.25,1.29
1500,48.19,48.34,2.93,0.24,1.30
1500,48.21,48.31,2.94,0.26,1.30
1600,48.20,48.30,4.14,0.23,1.71
1600,48.16,48.29,4.16,0.24,1.73
1600,48.21,48.31,4.10,0.21,1.71
1600,48.21,48.32,4.19,0.22,1.66
1600,48.16,48.26,4.24,0.22,1.66
1700,48.21,48.32,5.48,0.20,2.06
1700,48.16,48.26,5.48,0.21,2.04
1700,48.14,48.27,5.43,0.20,2.05
1700,48.14,48.27,5.52,0.21,2.10
1700,48.15,48.23,5.56,0.19,2.11
1800,48.11,48.22,7.24,0.15,2.54
1800,48.10,48.20,7.28,0.19,2.48
1800,48.10,48.24,7.24,0.19,2.55
1800,48.05,48.24,7.14,0.16,2.57
1800,48.11,48.24,7.29,0.18,2.53
1900,48.03,48.23,9.09,0.15,2.97
1900,48.00,48.15,9.13,0.16,3.02
1900,48.06,48.20,9.14,0.15,3.03
1900,48.07,48.18,9.23,0.16,3.03
1900,48.07,48.17,9.25,0.15,3.04
