Time: Wed Dec 21 13:04:13 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.29,48.32,0.21,0.20,-0.00
1000,48.29,48.35,0.20,0.20,-0.00
1000,48.29,48.29,0.21,0.15,-0.00
1000,48.32,48.27,0.18,0.20,-0.00
1000,48.29,48.31,0.20,0.19,-0.00
1100,48.31,48.33,0.41,0.21,0.12
1100,48.23,48.30,0.41,0.20,0.13
1100,48.28,48.28,0.44,0.21,0.13
1100,48.29,48.33,0.41,0.20,0.13
1100,48.27,48.30,0.42,0.21,0.13
1200,48.20,48.30,0.64,0.19,0.28
1200,48.24,48.26,0.72,0.20,0.32
1200,48.27,48.31,0.65,0.19,0.32
1200,48.31,48.30,0.68,0.19,0.33
1200,48.24,48.34,0.71,0.19,0.31
1300,48.27,48.32,1.11,0.20,0.54
1300,48.25,48.25,1.08,0.18,0.54
1300,48.30,48.26,1.08,0.19,0.54
1300,48.25,48.29,1.09,0.19,0.54
1300,48.29,48.26,1.08,0.20,0.54
1400,48.29,48.27,1.63,0.16,0.81
1400,48.32,48.30,1.64,0.20,0.81
1400,48.23,48.27,1.68,0.19,0.77
1400,48.22,48.28,1.67,0.18,0.82
1400,48.28,48.31,1.61,0.17,0.84
1500,48.28,48.23,2.59,0.17,1.15
1500,48.18,48.31,2.51,0.19,1.18
1500,48.27,48.27,2.57,0.17,1.22
1500,48.27,48.25,2.61,0.19,1.19
1500,48.25,48.27,2.61,0.18,1.21
1600,48.22,48.25,3.73,0.15,1.55
1600,48.21,48.28,3.65,0.17,1.55
1600,48.23,48.29,3.63,0.15,1.51
1600,48.19,48.23,3.65,0.17,1.52
1600,48.21,48.24,3.65,0.17,1.56
1700,48.18,48.26,4.76,0.14,1.89
1700,48.19,48.32,4.82,0.16,1.82
1700,48.16,48.28,4.89,0.15,1.91
1700,48.17,48.21,4.85,0.15,1.89
1700,48.15,48.29,5.06,0.16,1.92
1800,48.15,48.29,6.45,0.14,2.38
1800,48.11,48.22,6.84,0.14,2.38
1800,48.15,48.21,6.34,0.15,2.26
1800,48.12,48.23,6.35,0.14,2.30
1800,48.13,48.24,6.53,0.13,2.28
