Time: Wed Dec 21 12:51:47 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.34,48.24,0.20,0.23,-0.00
1000,48.24,48.33,0.21,0.20,-0.00
1000,48.24,48.29,0.21,0.21,0.00
1000,48.28,48.34,0.22,0.19,-0.00
1000,48.31,48.31,0.22,0.18,-0.00
1100,48.30,48.28,0.43,0.22,0.13
1100,48.22,48.31,0.44,0.22,0.12
1100,48.31,48.34,0.42,0.19,0.14
1100,48.27,48.29,0.43,0.19,0.13
1100,48.32,48.29,0.44,0.19,0.14
1200,48.30,48.22,0.71,0.19,0.33
1200,48.32,48.27,0.73,0.19,0.33
1200,48.28,48.33,0.74,0.19,0.33
1200,48.28,48.34,0.72,0.22,0.32
1200,48.24,48.34,0.72,0.22,0.32
1300,48.33,48.32,1.14,0.19,0.57
1300,48.28,48.29,1.11,0.21,0.57
1300,48.26,48.31,1.15,0.19,0.56
1300,48.27,48.33,1.13,0.19,0.56
1300,48.26,48.34,1.10,0.20,0.54
1400,48.27,48.34,1.76,0.19,0.86
1400,48.31,48.28,1.71,0.20,0.80
1400,48.25,48.27,1.70,0.19,0.83
1400,48.27,48.29,1.81,0.19,0.82
1400,48.22,48.34,1.67,0.16,0.86
1500,48.24,48.33,2.76,0.20,1.21
1500,48.25,48.32,2.84,0.20,1.24
1500,48.29,48.28,2.79,0.18,1.24
1500,48.28,48.28,2.73,0.18,1.22
1500,48.20,48.28,2.71,0.18,1.23
1600,48.23,48.23,3.84,0.17,1.61
1600,48.17,48.30,3.83,0.18,1.58
1600,48.17,48.23,3.75,0.17,1.54
1600,48.19,48.28,3.81,0.18,1.62
1600,48.20,48.28,3.82,0.15,1.60
1700,48.20,48.25,5.19,0.15,1.89
1700,48.20,48.28,5.28,0.16,1.91
1700,48.17,48.21,5.15,0.17,1.92
1700,48.19,48.24,5.27,0.15,1.94
1700,48.18,48.25,5.03,0.16,1.87
1800,48.11,48.23,6.83,0.17,2.38
1800,48.14,48.21,6.86,0.15,2.37
1800,48.10,48.27,6.81,0.14,2.41
1800,48.10,48.17,6.71,0.14,2.35
1800,48.08,48.21,6.69,0.14,2.41
