Time: Wed Dec 21 12:54:15 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.29,48.34,0.23,0.19,-0.00
1000,48.30,48.32,0.19,0.21,-0.00
1000,48.27,48.32,0.20,0.22,-0.00
1000,48.26,48.31,0.19,0.19,-0.00
1000,48.33,48.30,0.21,0.22,-0.00
1100,48.33,48.26,0.42,0.21,0.15
1100,48.27,48.27,0.42,0.21,0.13
1100,48.27,48.24,0.43,0.21,0.13
1100,48.31,48.34,0.41,0.22,0.14
1100,48.34,48.33,0.41,0.20,0.13
1200,48.28,48.28,0.74,0.21,0.31
1200,48.28,48.35,0.73,0.21,0.32
1200,48.34,48.23,0.69,0.21,0.32
1200,48.27,48.33,0.71,0.20,0.32
1200,48.30,48.32,0.67,0.22,0.29
1300,48.30,48.37,1.14,0.19,0.54
1300,48.37,48.34,1.13,0.20,0.54
1300,48.23,48.25,1.14,0.21,0.56
1300,48.28,48.38,1.11,0.21,0.53
1300,48.28,48.29,1.11,0.19,0.56
1400,48.24,48.29,1.71,0.19,0.80
1400,48.29,48.32,1.65,0.18,0.84
1400,48.26,48.25,1.73,0.19,0.82
1400,48.29,48.26,1.70,0.18,0.83
1400,48.30,48.30,1.71,0.20,0.82
1500,48.25,48.26,2.71,0.19,1.22
1500,48.21,48.24,2.76,0.20,1.22
1500,48.14,48.28,2.74,0.18,1.23
1500,48.19,48.29,2.74,0.21,1.22
1500,48.27,48.30,2.61,0.17,1.21
1600,48.23,48.24,3.76,0.16,1.58
1600,48.17,48.31,3.86,0.17,1.53
1600,48.17,48.24,3.97,0.15,1.60
1600,48.13,48.16,3.81,0.18,1.56
1600,48.20,48.26,3.75,0.17,1.49
1700,48.21,48.17,5.09,0.14,1.95
1700,48.15,48.24,5.26,0.15,1.95
1700,48.18,48.24,5.26,0.15,1.94
1700,48.17,48.27,4.96,0.17,1.87
1700,48.29,48.17,5.34,0.18,1.91
1800,48.06,48.20,6.71,0.13,2.32
1800,48.08,48.21,6.72,0.14,2.36
1800,48.10,48.19,6.71,0.14,2.46
1800,48.14,48.23,7.11,0.14,2.41
1800,48.17,48.19,6.88,0.15,2.36
