Time: Wed Dec 21 13:08:51 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.30,48.23,0.21,0.20,-0.00
1000,48.30,48.35,0.20,0.20,-0.00
1000,48.29,48.34,0.20,0.22,-0.00
1000,48.30,48.31,0.22,0.20,-0.00
1000,48.24,48.31,0.20,0.21,-0.00
1100,48.30,48.31,0.42,0.19,0.12
1100,48.27,48.29,0.41,0.20,0.10
1100,48.29,48.33,0.40,0.20,0.12
1100,48.31,48.32,0.44,0.18,0.13
1100,48.29,48.35,0.43,0.19,0.12
1200,48.27,48.33,0.70,0.21,0.31
1200,48.27,48.32,0.73,0.20,0.32
1200,48.28,48.29,0.71,0.20,0.30
1200,48.35,48.33,0.71,0.21,0.32
1200,48.28,48.24,0.64,0.21,0.30
1300,48.27,48.30,1.10,0.19,0.50
1300,48.25,48.27,1.09,0.20,0.54
1300,48.31,48.28,1.14,0.20,0.55
1300,48.25,48.29,1.09,0.22,0.53
1300,48.28,48.24,1.09,0.19,0.56
1400,48.22,48.32,1.64,0.19,0.78
1400,48.28,48.30,1.65,0.15,0.82
1400,48.28,48.30,1.62,0.18,0.82
1400,48.28,48.28,1.67,0.19,0.81
1400,48.29,48.33,1.71,0.20,0.80
1500,48.21,48.25,2.70,0.17,1.18
1500,48.21,48.29,2.60,0.18,1.18
1500,48.24,48.29,2.55,0.19,1.17
1500,48.23,48.27,2.70,0.17,1.21
1500,48.21,48.27,2.70,0.16,1.22
1600,48.23,48.27,3.69,0.16,1.57
1600,48.22,48.24,3.53,0.17,1.60
1600,48.21,48.21,3.63,0.18,1.60
1600,48.25,48.28,3.73,0.18,1.54
1600,48.23,48.22,3.64,0.16,1.54
1700,48.16,48.23,4.79,0.16,1.90
1700,48.25,48.27,5.04,0.14,1.87
1700,48.21,48.28,4.85,0.14,1.88
1700,48.18,48.24,4.77,0.14,1.88
1700,48.17,48.26,4.85,0.17,1.87
1800,48.13,48.19,6.49,0.15,2.31
1800,48.14,48.25,6.47,0.15,2.35
1800,48.15,48.21,6.49,0.15,2.30
1800,48.17,48.24,6.37,0.15,2.34
1800,48.16,48.18,6.29,0.16,2.35
