Time: Thu Dec 15 15:39:20 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.30,48.37,0.27,0.27,-0.00
1000,48.32,48.38,0.26,0.27,0.00
1000,48.27,48.38,0.26,0.28,-0.00
1000,48.30,48.43,0.25,0.30,-0.00
1000,48.33,48.36,0.25,0.30,-0.00
1100,48.28,48.35,0.52,0.28,0.16
1100,48.29,48.37,0.50,0.26,0.16
1100,48.32,48.40,0.49,0.28,0.17
1100,48.34,48.40,0.51,0.28,0.17
1100,48.32,48.36,0.50,0.28,0.18
1200,48.31,48.39,0.82,0.24,0.38
1200,48.27,48.37,0.84,0.27,0.39
1200,48.28,48.32,0.83,0.28,0.37
1200,48.25,48.37,0.86,0.27,0.38
1200,48.31,48.36,0.86,0.26,0.38
1300,48.25,48.39,1.26,0.26,0.61
1300,48.30,48.37,1.27,0.30,0.61
1300,48.27,48.35,1.27,0.28,0.61
1300,48.31,48.35,1.31,0.27,0.62
1300,48.24,48.36,1.25,0.25,0.61
1400,48.17,48.37,1.97,0.25,0.90
1400,48.25,48.38,2.01,0.24,0.91
1400,48.24,48.33,2.02,0.27,0.91
1400,48.21,48.33,1.98,0.26,0.91
1400,48.23,48.36,1.98,0.26,0.91
1500,48.29,48.34,3.09,0.25,1.31
1500,48.25,48.32,3.14,0.24,1.30
1500,48.22,48.35,3.14,0.25,1.32
1500,48.27,48.28,3.13,0.23,1.32
1500,48.25,48.30,3.04,0.24,1.27
1600,48.20,48.27,4.32,0.23,1.69
1600,48.11,48.22,4.46,0.21,1.72
1600,48.18,48.26,4.42,0.21,1.66
1600,48.14,48.27,4.24,0.23,1.61
1600,48.22,48.30,4.28,0.21,1.65
1700,48.15,48.28,5.72,0.21,2.07
1700,48.14,48.25,5.51,0.21,2.05
1700,48.15,48.26,5.69,0.21,2.04
1700,48.16,48.32,5.73,0.23,2.06
1700,48.19,48.22,5.79,0.21,2.03
1800,48.11,48.20,7.33,0.19,2.48
1800,48.11,48.17,7.36,0.17,2.49
1800,48.09,48.21,7.55,0.19,2.51
1800,48.23,48.15,8.17,0.19,2.54
1800,48.14,48.23,7.60,0.17,2.49
1900,48.06,48.21,9.50,0.15,2.92
1900,48.08,48.23,9.41,0.16,3.00
1900,48.03,48.16,9.46,0.13,2.91
1900,48.07,48.15,9.49,0.14,2.95
1900,47.96,48.25,9.23,0.15,2.97
