Time: Thu Dec 15 15:52:33 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.34,48.42,0.26,0.29,-0.00
1000,48.32,48.41,0.25,0.29,-0.00
1000,48.27,48.41,0.28,0.30,-0.00
1000,48.35,48.41,0.26,0.29,-0.00
1000,48.31,48.36,0.27,0.28,-0.00
1100,48.34,48.37,0.59,0.28,0.16
1100,48.29,48.40,0.47,0.29,0.16
1100,48.34,48.37,0.51,0.29,0.15
1100,48.31,48.37,0.50,0.29,0.16
1100,48.28,48.38,0.49,0.26,0.15
1200,48.24,48.41,0.83,0.26,0.36
1200,48.25,48.36,0.82,0.29,0.35
1200,48.31,48.37,0.82,0.27,0.35
1200,48.36,48.35,0.86,0.28,0.35
1200,48.25,48.39,0.83,0.27,0.37
1300,48.30,48.28,1.24,0.26,0.59
1300,48.30,48.35,1.27,0.26,0.60
1300,48.29,48.36,1.30,0.26,0.58
1300,48.25,48.39,1.27,0.27,0.58
1300,48.29,48.39,1.26,0.28,0.61
1400,48.22,48.31,1.93,0.25,0.90
1400,48.24,48.37,1.93,0.27,0.90
1400,48.30,48.36,1.90,0.27,0.91
1400,48.27,48.30,1.91,0.26,0.93
1400,48.34,48.35,2.04,0.27,0.92
1500,48.23,48.34,3.09,0.25,1.36
1500,48.24,48.35,2.97,0.26,1.34
1500,48.33,48.33,3.24,0.24,1.34
1500,48.25,48.34,3.16,0.25,1.37
1500,48.17,48.33,3.05,0.26,1.37
1600,48.21,48.29,4.28,0.22,1.79
1600,48.18,48.29,4.32,0.26,1.78
1600,48.24,48.31,4.26,0.25,1.77
1600,48.23,48.35,4.16,0.22,1.78
1700,48.19,48.29,5.57,0.22,2.13
1700,48.18,48.31,5.61,0.22,2.15
1700,48.09,48.34,5.49,0.22,2.12
1700,48.10,48.29,5.52,0.22,2.11
1700,48.20,48.34,5.46,0.21,2.14
1800,48.11,48.28,7.33,0.18,2.62
1800,48.12,48.27,7.27,0.20,2.62
1800,48.10,48.23,7.40,0.19,2.60
1800,48.09,48.25,7.33,0.21,2.58
1800,48.11,48.25,7.36,0.17,2.57
1900,48.03,48.19,9.29,0.16,3.13
1900,48.04,48.22,9.27,0.16,3.13
1900,48.07,48.19,9.30,0.19,3.07
1900,48.03,48.22,9.25,0.16,3.09
1900,48.03,48.23,9.24,0.16,3.07
