Time: Thu Dec 15 15:58:15 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.35,48.43,0.26,0.28,0.00
1000,48.30,48.38,0.30,0.29,0.00
1000,48.25,48.37,0.29,0.29,0.00
1000,48.36,48.39,0.25,0.31,0.00
1000,48.33,48.43,0.26,0.29,0.00
1100,48.28,48.39,0.55,0.29,0.17
1100,48.33,48.42,0.52,0.30,0.17
1100,48.32,48.40,0.52,0.30,0.17
1100,48.31,48.38,0.48,0.30,0.17
1100,48.34,48.40,0.50,0.29,0.18
1200,48.31,48.40,0.84,0.29,0.38
1200,48.29,48.37,0.82,0.31,0.38
1200,48.31,48.39,0.86,0.27,0.38
1200,48.35,48.35,0.82,0.29,0.37
1200,48.31,48.41,0.85,0.28,0.36
1300,48.30,48.37,1.21,0.25,0.57
1300,48.30,48.40,1.26,0.27,0.56
1300,48.29,48.37,1.24,0.28,0.55
1300,48.29,48.38,1.21,0.29,0.54
1300,48.31,48.37,1.26,0.27,0.55
1400,48.25,48.37,1.94,0.28,0.87
1400,48.20,48.40,1.91,0.28,0.89
1400,48.30,48.35,1.93,0.26,0.88
1400,48.23,48.35,1.95,0.26,0.87
1400,48.22,48.37,1.94,0.27,0.89
1500,48.24,48.33,3.03,0.27,1.24
1500,48.20,48.37,2.96,0.25,1.23
1500,48.17,48.35,3.04,0.23,1.24
1500,48.23,48.34,2.99,0.25,1.23
1500,48.27,48.29,3.00,0.25,1.25
1600,48.17,48.34,4.13,0.24,1.60
1600,48.17,48.31,4.20,0.24,1.61
1600,48.37,48.18,4.50,0.22,1.62
1600,48.22,48.34,4.31,0.23,1.60
1600,48.21,48.29,4.20,0.23,1.61
1700,48.17,48.27,5.58,0.23,1.99
1700,48.12,48.28,5.61,0.21,2.00
1700,48.15,48.28,5.64,0.21,2.00
1700,48.16,48.29,5.55,0.21,1.99
1700,48.10,48.32,5.57,0.20,1.99
1800,48.14,48.26,7.40,0.18,2.46
1800,48.12,48.24,7.38,0.19,2.45
1800,48.13,48.29,7.40,0.20,2.46
1800,48.12,48.24,7.22,0.19,2.43
1800,48.12,48.26,7.27,0.19,2.49
1900,48.02,48.22,9.45,0.17,2.90
1900,48.05,48.22,9.28,0.17,2.91
1900,48.08,48.24,9.48,0.17,2.96
1900,48.02,48.19,9.45,0.17,2.93
1900,48.03,48.20,9.52,0.17,2.93
