Time: Thu Dec 15 15:35:34 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.28,48.41,0.26,0.29,-0.00
1000,48.33,48.38,0.27,0.30,-0.00
1000,48.37,48.38,0.26,0.30,0.00
1000,48.31,48.35,0.24,0.30,-0.00
1000,48.33,48.36,0.27,0.29,-0.00
1100,48.27,48.31,0.52,0.30,0.14
1100,48.30,48.38,0.47,0.31,0.15
1100,48.27,48.42,0.47,0.28,0.14
1100,48.30,48.36,0.47,0.28,0.16
1100,48.31,48.36,0.48,0.26,0.15
1200,48.27,48.36,0.83,0.26,0.34
1200,48.31,48.36,0.78,0.29,0.32
1200,48.24,48.42,0.82,0.29,0.34
1200,48.31,48.36,0.81,0.29,0.33
1200,48.31,48.39,0.76,0.26,0.32
1300,48.30,48.34,1.19,0.27,0.54
1300,48.31,48.39,1.19,0.27,0.53
1300,48.30,48.30,1.21,0.27,0.56
1300,48.29,48.36,1.20,0.29,0.57
1300,48.27,48.39,1.26,0.27,0.53
1400,48.26,48.38,1.88,0.24,0.87
1400,48.31,48.34,1.84,0.26,0.88
1400,48.23,48.35,1.89,0.28,0.85
1400,48.28,48.35,1.90,0.28,0.84
1400,48.23,48.31,1.84,0.27,0.84
1500,48.19,48.33,2.93,0.24,1.27
1500,48.23,48.29,2.86,0.26,1.24
1500,48.25,48.30,2.87,0.27,1.25
1500,48.22,48.31,2.85,0.25,1.23
1500,48.20,48.32,2.81,0.24,1.25
1600,48.17,48.27,3.99,0.24,1.63
1600,48.21,48.28,4.08,0.23,1.62
1600,48.19,48.27,4.09,0.22,1.62
1600,48.12,48.30,4.13,0.23,1.64
1600,48.22,48.27,4.15,0.21,1.62
1700,48.17,48.27,4.94,0.22,2.01
1700,48.16,48.29,5.31,0.20,2.01
1700,48.23,48.27,5.24,0.22,2.01
1700,48.16,48.35,5.32,0.21,2.04
1700,48.12,48.25,5.35,0.22,2.00
1800,48.09,48.28,7.18,0.17,2.45
1800,48.08,48.24,7.06,0.19,2.48
1800,48.10,48.26,7.14,0.18,2.47
1800,48.12,48.25,7.12,0.20,2.43
1800,48.09,48.25,7.07,0.20,2.37
1900,48.02,48.19,9.22,0.15,2.92
1900,48.01,48.21,9.22,0.15,3.01
1900,48.06,48.23,9.39,0.16,3.05
1900,48.02,48.17,9.23,0.16,3.03
1900,48.06,48.18,9.39,0.15,3.03
