Time: Thu Dec 22 12:44:19 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.38,48.38,0.22,0.24,-0.00
1000,48.32,48.33,0.22,0.24,-0.00
1000,48.37,48.35,0.21,0.26,0.00
1000,48.40,48.42,0.21,0.25,-0.00
1000,48.34,48.32,0.22,0.24,-0.00
1100,48.34,48.37,0.44,0.26,0.17
1100,48.33,48.36,0.46,0.25,0.19
1100,48.36,48.36,0.47,0.28,0.17
1100,48.34,48.35,0.44,0.24,0.19
1100,48.33,48.41,0.45,0.25,0.16
1200,48.36,48.40,0.85,0.24,0.43
1200,48.34,48.35,0.86,0.25,0.40
1200,48.37,48.40,0.87,0.27,0.42
1200,48.31,48.33,0.84,0.25,0.41
1200,48.35,48.35,0.86,0.22,0.42
1300,48.35,48.36,1.37,0.22,0.68
1300,48.32,48.35,1.40,0.23,0.71
1300,48.34,48.40,1.47,0.24,0.72
1300,48.33,48.37,1.43,0.23,0.67
1300,48.33,48.37,1.41,0.25,0.69
1400,48.28,48.38,2.55,0.21,1.16
1400,48.33,48.36,2.63,0.23,1.11
1400,48.32,48.37,2.63,0.25,1.12
1400,48.33,48.36,2.58,0.20,1.12
1400,48.33,48.31,2.58,0.22,1.12
1500,48.28,48.31,4.00,0.23,1.57
1500,48.28,48.31,3.85,0.22,1.55
1500,48.22,48.34,3.76,0.23,1.51
1500,48.22,48.31,3.88,0.22,1.53
1500,48.28,48.35,3.89,0.21,1.58
1600,48.24,48.27,5.35,0.21,2.05
1600,48.22,48.26,5.37,0.21,2.01
1600,48.20,48.28,5.38,0.22,1.98
1600,48.30,48.28,5.46,0.19,2.00
1600,48.24,48.32,5.38,0.21,2.00
1700,48.16,48.28,7.45,0.20,2.53
1700,48.22,48.25,7.36,0.20,2.47
1700,48.17,48.25,7.42,0.18,2.50
1700,48.22,48.28,7.20,0.20,2.45
1700,48.19,48.23,7.24,0.18,2.45
