Time: Thu Dec 22 13:09:42 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.38,48.38,0.21,0.26,0.00
1000,48.39,48.40,0.22,0.26,0.00
1000,48.36,48.41,0.22,0.26,0.00
1000,48.40,48.40,0.21,0.24,0.00
1000,48.38,48.43,0.20,0.26,0.00
1100,48.36,48.37,0.47,0.25,0.18
1100,48.37,48.41,0.47,0.28,0.18
1100,48.37,48.41,0.44,0.26,0.18
1100,48.36,48.38,0.47,0.27,0.18
1100,48.36,48.41,0.46,0.26,0.17
1200,48.29,48.40,0.88,0.24,0.42
1200,48.39,48.42,0.87,0.26,0.42
1200,48.36,48.38,0.84,0.23,0.46
1200,48.35,48.40,0.84,0.25,0.43
1200,48.35,48.40,0.85,0.26,0.45
1300,48.36,48.40,1.40,0.25,0.71
1300,48.34,48.35,1.44,0.24,0.74
1300,48.37,48.38,1.44,0.25,0.72
1300,48.33,48.40,1.46,0.23,0.71
1300,48.34,48.37,1.43,0.26,0.70
1400,48.29,48.37,2.49,0.24,1.16
1400,48.33,48.37,2.52,0.24,1.19
1400,48.31,48.37,2.64,0.24,1.19
1400,48.29,48.38,2.53,0.24,1.10
1400,48.32,48.38,2.56,0.25,1.10
1500,48.25,48.33,3.77,0.23,1.65
1500,48.30,48.36,3.56,0.21,1.64
1500,48.21,48.38,3.96,0.22,1.66
1500,48.28,48.36,4.20,0.22,1.58
1500,48.28,48.36,4.12,0.24,1.56
1600,48.25,48.36,5.36,0.21,1.90
1600,48.23,48.35,5.23,0.21,1.95
1600,48.25,48.34,5.24,0.22,1.92
1600,48.30,48.34,5.26,0.21,1.95
1600,48.24,48.38,5.20,0.21,1.92
1700,48.20,48.34,7.43,0.20,2.51
1700,48.23,48.25,7.44,0.22,2.51
1700,48.20,48.31,7.19,0.20,2.45
1700,48.19,48.38,7.29,0.19,2.55
1700,48.23,48.34,7.38,0.20,2.59
