Time: Thu Dec 22 12:48:52 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.39,48.42,0.21,0.27,0.00
1000,48.40,48.41,0.23,0.25,0.00
1000,48.34,48.37,0.22,0.27,0.00
1000,48.38,48.43,0.20,0.25,-0.00
1000,48.34,48.42,0.20,0.24,0.00
1100,48.40,48.37,0.46,0.27,0.17
1100,48.38,48.43,0.46,0.22,0.17
1100,48.35,48.42,0.47,0.27,0.18
1100,48.40,48.41,0.47,0.25,0.17
1100,48.36,48.40,0.47,0.25,0.19
1200,48.32,48.43,0.85,0.27,0.43
1200,48.29,48.39,0.87,0.25,0.40
1200,48.35,48.41,0.88,0.27,0.41
1200,48.36,48.37,0.88,0.26,0.41
1200,48.39,48.39,0.85,0.27,0.40
1300,48.35,48.36,1.41,0.26,0.65
1300,48.36,48.35,1.38,0.24,0.66
1300,48.35,48.42,1.41,0.26,0.70
1300,48.37,48.34,1.44,0.27,0.72
1300,48.35,48.36,1.45,0.27,0.71
1400,48.28,48.27,2.51,0.24,1.13
1400,48.30,48.38,2.64,0.24,1.12
1400,48.32,48.34,2.63,0.25,1.13
1400,48.35,48.36,2.58,0.25,1.12
1400,48.26,48.37,2.40,0.25,1.09
1500,48.31,48.28,3.71,0.23,1.60
1500,48.23,48.37,3.91,0.23,1.56
1500,48.32,48.35,3.74,0.26,1.49
1500,48.28,48.33,3.69,0.24,1.52
1500,48.32,48.29,3.78,0.25,1.51
1600,48.25,48.30,5.33,0.22,1.94
1600,48.25,48.36,5.00,0.22,1.93
1600,48.19,48.34,5.42,0.20,1.94
1600,48.21,48.35,5.29,0.22,1.90
1600,48.29,48.28,5.42,0.21,1.93
1700,48.21,48.33,7.39,0.19,2.46
1700,48.21,48.29,7.23,0.22,2.37
1700,48.22,48.33,7.39,0.20,2.42
1700,48.17,48.31,6.84,0.21,2.31
1700,48.21,48.27,7.13,0.20,2.43
