Time: Thu Dec 22 13:04:54 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.37,48.40,0.23,0.27,-0.00
1000,48.39,48.44,0.21,0.24,-0.00
1000,48.41,48.45,0.23,0.28,-0.00
1000,48.39,48.40,0.22,0.27,-0.00
1000,48.35,48.38,0.21,0.26,-0.00
1100,48.42,48.43,0.48,0.27,0.19
1100,48.37,48.45,0.48,0.28,0.18
1100,48.36,48.43,0.50,0.26,0.18
1100,48.38,48.45,0.48,0.25,0.18
1100,48.41,48.41,0.48,0.26,0.17
1200,48.38,48.42,0.86,0.27,0.42
1200,48.35,48.37,0.89,0.27,0.43
1200,48.33,48.45,0.88,0.26,0.44
1200,48.37,48.39,0.86,0.25,0.44
1200,48.39,48.45,0.89,0.27,0.44
1300,48.32,48.44,1.44,0.26,0.71
1300,48.40,48.42,1.40,0.28,0.72
1300,48.37,48.39,1.46,0.26,0.75
1300,48.37,48.44,1.46,0.25,0.75
1300,48.38,48.41,1.42,0.27,0.74
1400,48.36,48.42,2.55,0.25,1.13
1400,48.34,48.37,2.52,0.26,1.11
1400,48.34,48.40,2.48,0.25,1.21
1400,48.34,48.38,2.58,0.25,1.15
1400,48.35,48.39,2.59,0.26,1.14
1500,48.32,48.40,3.99,0.23,1.51
1500,48.24,48.38,3.78,0.25,1.55
1500,48.33,48.36,3.68,0.24,1.54
1500,48.33,48.44,3.69,0.24,1.49
1500,48.31,48.36,3.79,0.25,1.51
1600,48.30,48.30,5.32,0.22,1.95
1600,48.25,48.35,5.24,0.24,1.99
1600,48.24,48.38,5.35,0.23,1.94
1600,48.27,48.32,5.19,0.21,1.98
1600,48.32,48.33,5.23,0.22,1.98
1700,48.25,48.30,7.43,0.21,2.56
1700,48.24,48.34,7.72,0.21,2.55
1700,48.22,48.31,7.36,0.22,2.55
1700,48.17,48.34,7.45,0.20,2.54
1700,48.20,48.35,7.38,0.20,2.44
