Time: Tue Dec 13 13:40:59 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,48.26,48.25,0.27,0.21,0.00
1100,48.27,48.30,0.26,0.22,-0.00
1100,48.27,48.29,0.26,0.23,-0.00
1100,48.31,48.33,0.27,0.21,-0.00
1100,48.29,48.30,0.24,0.19,-0.01
1200,48.25,48.34,0.26,0.44,0.12
1200,48.29,48.36,0.26,0.44,0.12
1200,48.25,48.32,0.25,0.44,0.12
1200,48.32,48.33,0.27,0.43,0.12
1200,48.29,48.31,0.25,0.43,0.15
1300,48.31,48.32,0.25,0.84,0.34
1300,48.29,48.34,0.26,0.85,0.33
1300,48.29,48.30,0.27,0.81,0.36
1300,48.25,48.25,0.26,0.81,0.35
1300,48.29,48.29,0.26,0.79,0.35
1400,48.27,48.27,0.24,1.29,0.64
1400,48.24,48.31,0.24,1.36,0.65
1400,48.29,48.32,0.26,1.33,0.65
1400,48.33,48.30,0.23,1.36,0.62
1400,48.28,48.29,0.27,1.29,0.62
1500,48.26,48.27,0.25,2.39,1.08
1500,48.23,48.24,0.24,2.28,1.02
1500,48.25,48.27,0.24,2.36,1.07
1500,48.17,48.27,0.26,2.39,1.11
1500,48.23,48.27,0.26,2.39,1.08
1600,48.22,48.22,0.22,3.70,1.52
1600,48.23,48.22,0.24,3.66,1.50
1600,48.24,48.23,0.25,3.67,1.51
1600,48.25,48.22,0.22,3.64,1.53
1600,48.20,48.25,0.24,3.64,1.51
1700,48.24,48.21,0.22,5.06,1.95
1700,48.24,48.21,0.23,5.24,2.01
1700,48.20,48.12,0.21,5.19,1.97
1700,48.20,48.16,0.23,5.19,1.98
1700,48.22,48.18,0.23,5.16,2.03
1800,48.17,48.08,0.22,7.34,2.61
1800,48.19,48.13,0.22,7.31,2.60
1800,48.21,48.11,0.20,7.34,2.51
1800,48.22,48.17,0.24,7.30,2.46
1800,48.20,48.11,0.23,7.03,2.53
