Time: Tue Dec 13 13:50:34 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,48.29,48.34,0.28,0.24,-0.00
1100,48.22,48.30,0.26,0.24,-0.00
1100,48.32,48.30,0.27,0.22,-0.00
1100,48.32,48.31,0.24,0.20,-0.00
1100,48.31,48.34,0.28,0.23,-0.00
1200,48.26,48.34,0.24,0.47,0.13
1200,48.23,48.33,0.26,0.47,0.14
1200,48.31,48.24,0.26,0.43,0.13
1200,48.22,48.33,0.27,0.45,0.13
1200,48.31,48.32,0.28,0.47,0.13
1300,48.29,48.34,0.26,0.85,0.36
1300,48.25,48.25,0.24,0.89,0.39
1300,48.29,48.32,0.25,0.81,0.35
1300,48.31,48.32,0.24,0.85,0.36
1300,48.27,48.25,0.27,0.89,0.38
1400,48.25,48.27,0.26,1.39,0.62
1400,48.27,48.34,0.26,1.42,0.63
1400,48.31,48.25,0.25,1.42,0.63
1400,48.27,48.30,0.25,1.41,0.67
1400,48.25,48.29,0.25,1.39,0.63
1500,48.30,48.24,0.24,2.52,1.11
1500,48.29,48.32,0.24,2.59,1.09
1500,48.28,48.23,0.23,2.55,1.07
1500,48.19,48.22,0.23,2.55,1.12
1500,48.22,48.27,0.24,2.51,1.09
1600,48.24,48.21,0.22,3.79,1.47
1600,48.25,48.25,0.26,3.76,1.49
1600,48.25,48.25,0.25,3.88,1.57
1600,48.28,48.23,0.24,3.81,1.50
1600,48.27,48.21,0.22,3.82,1.51
1700,48.21,48.16,0.22,5.57,1.96
1700,48.21,48.18,0.24,5.61,1.93
1700,48.25,48.18,0.23,5.47,1.93
1700,48.24,48.20,0.23,5.52,1.92
1700,48.15,48.16,0.22,5.43,1.88
1800,48.16,48.10,0.22,7.51,2.36
1800,48.21,48.12,0.22,7.59,2.40
1800,48.16,48.17,0.22,7.57,2.43
1800,48.17,48.13,0.22,7.55,2.43
1800,48.19,48.11,0.23,7.38,2.37
