Time: Tue Dec 13 13:38:42 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,48.28,48.30,0.24,0.21,0.00
1100,48.30,48.30,0.25,0.23,0.00
1100,48.25,48.30,0.26,0.21,0.00
1100,48.31,48.27,0.25,0.23,0.00
1100,48.30,48.33,0.24,0.24,0.00
1200,48.27,48.30,0.24,0.45,0.13
1200,48.24,48.28,0.28,0.44,0.13
1200,48.28,48.32,0.25,0.45,0.12
1200,48.31,48.31,0.25,0.44,0.13
1200,48.31,48.33,0.23,0.45,0.12
1300,48.23,48.28,0.23,0.83,0.33
1300,48.29,48.33,0.25,0.81,0.31
1300,48.25,48.32,0.24,0.78,0.35
1300,48.30,48.24,0.25,0.78,0.33
1300,48.33,48.31,0.24,0.80,0.33
1400,48.24,48.28,0.26,1.37,0.61
1400,48.23,48.26,0.26,1.35,0.58
1400,48.27,48.24,0.27,1.33,0.64
1400,48.28,48.34,0.25,1.38,0.62
1400,48.27,48.31,0.23,1.31,0.62
1500,48.27,48.27,0.24,2.31,1.05
1500,48.26,48.25,0.24,2.42,1.06
1500,48.22,48.29,0.24,2.35,1.03
1500,48.28,48.24,0.26,2.48,1.08
1500,48.22,48.21,0.23,2.33,1.07
1600,48.23,48.19,0.23,3.63,1.53
1600,48.25,48.23,0.22,3.73,1.52
1600,48.16,48.22,0.26,3.64,1.51
1600,48.19,48.21,0.25,3.75,1.51
1600,48.28,48.20,0.23,3.57,1.50
1700,48.19,48.18,0.23,5.35,1.94
1700,48.21,48.19,0.22,5.16,1.94
1700,48.23,48.20,0.23,5.14,1.92
1700,48.15,48.15,0.22,5.20,1.90
1700,48.18,48.18,0.22,5.13,1.93
1800,48.21,48.15,0.23,7.24,2.47
1800,48.18,48.14,0.22,7.03,2.46
1800,48.19,48.03,0.21,7.20,2.43
1800,48.19,48.18,0.21,7.30,2.46
1800,48.15,48.16,0.22,7.45,2.46
