Time: Tue Dec 13 14:10:13 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1100,48.31,48.33,0.26,0.25,0.00
1100,48.30,48.32,0.26,0.26,-0.00
1100,48.31,48.32,0.24,0.23,0.00
1100,48.29,48.34,0.25,0.20,-0.00
1100,48.29,48.32,0.23,0.23,0.00
1200,48.29,48.29,0.27,0.55,0.20
1200,48.25,48.27,0.25,0.53,0.21
1200,48.27,48.29,0.25,0.54,0.21
1200,48.35,48.30,0.24,0.54,0.23
1200,48.25,48.32,0.27,0.55,0.23
1300,48.24,48.27,0.25,1.17,0.54
1300,48.30,48.33,0.25,1.06,0.52
1300,48.28,48.32,0.25,1.10,0.54
1300,48.27,48.33,0.25,1.13,0.54
1300,48.27,48.30,0.23,1.09,0.53
1400,48.27,48.24,0.23,1.99,0.90
1400,48.19,48.32,0.25,1.98,0.93
1400,48.30,48.24,0.25,1.98,0.91
1400,48.25,48.28,0.24,1.96,0.89
1400,48.28,48.30,0.25,1.99,0.89
1500,48.23,48.25,0.23,3.54,1.41
1500,48.22,48.24,0.23,3.41,1.41
1500,48.19,48.27,0.22,3.33,1.36
1500,48.24,48.23,0.24,3.45,1.42
1500,48.19,48.26,0.23,3.45,1.45
1600,48.22,48.16,0.23,5.66,2.02
1600,48.22,48.18,0.23,5.76,2.04
1600,48.20,48.17,0.22,5.75,2.03
1600,48.19,48.14,0.21,5.57,1.98
1600,48.23,48.20,0.23,5.58,2.07
1700,48.19,48.12,0.22,8.03,2.55
1700,48.29,48.05,0.24,8.31,2.61
1700,48.14,48.11,0.21,8.25,2.52
1700,48.19,48.12,0.19,8.25,2.52
1700,48.16,48.01,0.21,8.18,2.50
1800,48.06,48.02,0.18,11.82,3.17
1800,48.19,48.04,0.19,11.50,3.26
1800,48.09,47.99,0.20,11.44,3.19
1800,48.09,47.97,0.21,10.99,3.24
1800,48.13,48.03,0.20,11.11,3.12
