Time: Tue Dec 20 15:47:11 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.27,48.27,0.23,0.23,0.00
1000,48.27,48.27,0.23,0.25,0.00
1000,48.31,48.30,0.22,0.25,-0.01
1000,48.30,48.29,0.23,0.23,-0.01
1000,48.28,48.35,0.23,0.23,-0.00
1100,48.28,48.29,0.42,0.69,0.29
1100,48.33,48.26,0.42,0.65,0.32
1100,48.24,48.29,0.43,0.67,0.31
1100,48.29,48.39,0.42,0.66,0.29
1100,48.25,48.33,0.43,0.69,0.30
1200,48.25,48.24,0.71,1.10,0.61
1200,48.27,48.29,0.73,1.13,0.65
1200,48.22,48.26,0.71,1.14,0.65
1200,48.24,48.29,0.72,1.12,0.61
1200,48.30,48.30,0.71,1.12,0.64
1300,48.25,48.30,1.08,2.25,1.14
1300,48.26,48.24,1.09,2.21,1.20
1300,48.22,48.25,1.02,2.24,1.18
1300,48.21,48.25,1.05,2.26,1.20
1300,48.27,48.22,1.06,2.28,1.19
1400,48.19,48.22,1.70,3.60,1.79
1400,48.23,48.24,1.71,3.56,1.76
1400,48.24,48.19,1.64,3.53,1.79
1400,48.19,48.17,1.66,3.36,1.77
1400,48.24,48.21,1.71,3.68,1.76
1500,48.17,48.17,2.62,5.51,2.48
1500,48.19,48.19,2.64,5.43,2.50
1500,48.15,48.18,2.72,5.46,2.46
1500,48.16,48.20,2.62,5.50,2.45
1500,48.23,48.14,2.74,5.35,2.41
1600,48.14,48.06,3.89,7.96,3.22
1600,48.16,48.11,3.72,8.21,3.23
1600,48.17,48.13,3.88,7.90,3.30
1600,48.04,48.11,3.80,7.73,3.21
1600,48.15,48.08,3.75,7.89,3.20
1700,48.10,48.03,5.12,10.49,4.00
1700,48.12,48.09,5.14,10.19,4.02
1700,48.09,48.04,5.01,10.57,3.96
1700,48.07,48.02,5.27,10.08,3.99
1700,48.09,48.06,5.12,10.63,3.98
1800,48.01,47.97,6.72,14.07,4.79
1800,48.01,47.97,6.69,14.53,4.84
1800,47.98,47.93,6.88,13.84,4.85
1800,48.05,47.95,6.76,13.74,4.96
1800,48.02,47.96,6.62,14.11,4.90
