Time: Tue Dec 20 15:14:36 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.33,48.30,0.22,0.23,-0.00
1000,48.32,48.34,0.23,0.26,0.00
1000,48.30,48.30,0.22,0.26,0.00
1000,48.30,48.35,0.23,0.24,0.00
1000,48.33,48.32,0.23,0.24,-0.00
1100,48.22,48.30,0.43,0.62,0.29
1100,48.31,48.31,0.44,0.63,0.27
1100,48.34,48.27,0.43,0.65,0.28
1100,48.29,48.34,0.42,0.60,0.27
1100,48.29,48.27,0.43,0.61,0.27
1200,48.29,48.34,0.68,1.04,0.58
1200,48.28,48.23,0.74,1.05,0.61
1200,48.26,48.30,0.65,1.01,0.62
1200,48.29,48.30,0.61,1.05,0.60
1200,48.29,48.27,0.65,0.99,0.59
1300,48.29,48.29,1.12,1.85,1.06
1300,48.27,48.27,1.14,1.82,1.06
1300,48.23,48.27,1.19,1.84,1.05
1300,48.27,48.29,1.13,1.81,1.05
1300,48.24,48.27,1.11,1.86,1.06
1400,48.24,48.26,1.67,3.02,1.58
1400,48.24,48.29,1.67,2.87,1.55
1400,48.22,48.17,1.71,2.80,1.61
1400,48.24,48.23,1.72,2.84,1.54
1400,48.25,48.23,1.66,2.85,1.57
1500,48.17,48.24,2.61,4.39,2.21
1500,48.19,48.24,2.80,4.31,2.21
1500,48.20,48.17,2.74,4.34,2.23
1500,48.22,48.22,2.68,4.36,2.26
1500,48.18,48.22,2.65,4.33,2.22
1600,48.13,48.14,3.80,5.76,2.87
1600,48.20,48.13,3.84,6.16,3.00
1600,48.09,48.15,3.82,6.53,2.94
1600,48.16,48.16,3.78,6.53,2.87
1600,48.32,48.01,4.07,6.26,2.96
1700,48.15,48.08,5.21,7.84,3.58
1700,48.13,48.04,5.36,8.29,3.63
1700,48.07,48.10,5.18,8.07,3.62
1700,48.16,48.16,5.06,8.06,3.51
1700,48.09,48.16,5.04,8.32,3.62
1800,48.06,48.02,6.77,11.00,4.43
1800,48.06,48.04,6.81,11.14,4.40
1800,48.04,48.02,6.38,11.14,4.45
1800,48.07,48.04,6.60,11.32,4.42
1800,48.06,48.04,6.83,10.84,4.39
