Time: Tue Dec 20 15:58:42 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.31,48.28,0.24,0.26,0.00
1000,48.28,48.30,0.23,0.24,-0.00
1000,48.30,48.27,0.24,0.26,-0.00
1000,48.31,48.29,0.22,0.25,-0.00
1000,48.32,48.29,0.22,0.24,-0.00
1100,48.30,48.29,0.43,0.62,0.27
1100,48.29,48.25,0.42,0.62,0.27
1100,48.33,48.27,0.41,0.63,0.27
1100,48.31,48.30,0.44,0.64,0.26
1100,48.28,48.29,0.42,0.63,0.27
1200,48.30,48.21,0.72,1.02,0.60
1200,48.28,48.25,0.70,1.07,0.61
1200,48.30,48.24,0.69,1.03,0.59
1200,48.25,48.22,0.71,1.02,0.58
1200,48.22,48.27,0.70,1.01,0.59
1300,48.23,48.27,1.10,1.85,1.05
1300,48.23,48.24,1.08,1.78,1.05
1300,48.27,48.32,1.09,1.82,1.03
1300,48.28,48.27,1.08,1.93,1.05
1300,48.31,48.30,1.05,1.89,1.01
1400,48.28,48.21,1.70,2.89,1.58
1400,48.22,48.25,1.69,3.00,1.56
1400,48.24,48.22,1.67,2.94,1.56
1400,48.21,48.25,1.64,2.91,1.58
1400,48.19,48.25,1.64,2.85,1.60
1500,48.20,48.20,2.65,4.38,2.24
1500,48.22,48.13,2.54,4.41,2.22
1500,48.19,48.20,2.78,4.21,2.18
1500,48.20,48.18,2.67,4.29,2.26
1500,48.22,48.21,2.49,4.71,2.25
1600,48.18,48.15,3.75,6.44,3.01
1600,48.16,48.20,3.64,6.39,2.88
1600,48.15,48.16,3.83,6.39,2.91
1600,48.14,48.18,3.76,6.48,2.95
1600,48.11,48.19,3.76,6.44,2.96
1700,48.11,48.09,4.83,8.61,3.61
1700,48.23,48.08,5.30,8.44,3.61
1700,48.12,48.06,5.00,8.45,3.66
1700,48.07,48.09,5.07,8.34,3.65
1700,48.05,48.07,5.04,8.20,3.62
1800,48.06,48.03,6.59,10.89,4.41
1800,48.07,47.97,6.63,11.28,4.41
1800,48.07,48.06,6.70,11.47,4.43
1800,48.01,47.96,6.40,11.39,4.38
1800,48.03,48.05,6.50,10.86,4.44
