Time: Tue Dec 20 15:39:14 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.33,48.31,0.23,0.23,-0.00
1000,48.24,48.27,0.22,0.23,-0.00
1000,48.25,48.30,0.23,0.24,0.00
1000,48.30,48.30,0.24,0.23,0.00
1000,48.30,48.30,0.22,0.23,-0.00
1100,48.24,48.30,0.45,0.55,0.23
1100,48.30,48.24,0.43,0.54,0.23
1100,48.27,48.28,0.43,0.58,0.23
1100,48.27,48.29,0.44,0.56,0.22
1100,48.25,48.33,0.40,0.56,0.23
1200,48.23,48.27,0.73,0.87,0.49
1200,48.28,48.29,0.69,0.89,0.50
1200,48.23,48.28,0.71,0.89,0.50
1200,48.30,48.29,0.72,0.88,0.50
1200,48.24,48.22,0.70,0.87,0.50
1300,48.21,48.29,1.08,1.60,0.88
1300,48.28,48.29,1.10,1.52,0.88
1300,48.24,48.21,1.08,1.50,0.87
1300,48.25,48.25,1.13,1.59,0.85
1300,48.25,48.28,1.10,1.47,0.89
1400,48.23,48.25,1.66,2.22,1.32
1400,48.18,48.27,1.68,2.19,1.34
1400,48.18,48.21,1.71,2.14,1.31
1400,48.24,48.27,1.64,2.22,1.29
1400,48.21,48.25,1.64,2.20,1.33
1500,48.18,48.24,2.72,3.11,1.86
1500,48.19,48.16,2.70,3.10,1.84
1500,48.20,48.21,2.64,3.19,1.88
1500,48.06,48.24,2.72,3.13,1.82
1500,48.20,48.26,2.61,3.21,1.86
1600,48.18,48.18,3.86,4.39,2.44
1600,48.12,48.18,3.87,4.28,2.44
1600,48.14,48.23,3.87,4.22,2.41
1600,48.16,48.24,3.88,4.28,2.41
1600,48.18,48.18,3.77,4.30,2.41
1700,48.16,48.13,5.22,5.85,3.03
1700,48.14,48.17,4.86,6.07,3.05
1700,48.13,48.17,5.02,6.11,3.07
1700,48.16,48.15,5.03,5.96,3.03
1700,48.07,48.13,5.28,5.85,3.03
1800,48.06,48.04,7.03,7.69,3.78
1800,48.08,48.12,6.76,7.88,3.79
1800,48.04,48.07,6.78,8.07,3.74
1800,48.05,48.09,6.73,7.96,3.76
1800,48.11,48.13,6.54,7.96,3.83
