Time: Tue Dec 20 15:52:17 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.28,48.28,0.21,0.21,-0.00
1000,48.30,48.32,0.24,0.26,-0.00
1000,48.29,48.29,0.23,0.24,-0.00
1000,48.30,48.27,0.23,0.23,-0.01
1000,48.25,48.26,0.24,0.24,-0.00
1100,48.28,48.27,0.43,0.68,0.31
1100,48.23,48.24,0.45,0.64,0.29
1100,48.28,48.23,0.44,0.66,0.30
1100,48.23,48.27,0.42,0.64,0.31
1100,48.24,48.27,0.44,0.64,0.33
1200,48.23,48.29,0.75,1.14,0.64
1200,48.28,48.28,0.68,1.09,0.64
1200,48.32,48.28,0.73,1.13,0.66
1200,48.20,48.26,0.75,1.15,0.66
1200,48.27,48.28,0.72,1.15,0.62
1300,48.26,48.25,1.10,2.20,1.19
1300,48.24,48.19,1.09,2.12,1.17
1300,48.29,48.25,1.09,2.18,1.15
1300,48.27,48.28,1.07,2.22,1.16
1300,48.28,48.15,1.08,2.22,1.17
1400,48.19,48.26,1.64,3.52,1.68
1400,48.25,48.23,1.71,3.50,1.70
1400,48.23,48.19,1.70,3.39,1.71
1400,48.19,48.23,1.61,3.56,1.72
1400,48.24,48.22,1.64,3.62,1.71
1500,48.13,48.21,2.66,5.41,2.45
1500,48.18,48.17,2.67,5.09,2.38
1500,48.24,48.18,2.64,5.39,2.48
1500,48.17,48.15,2.63,5.44,2.42
1500,48.19,48.15,2.58,5.35,2.44
1600,48.13,48.12,3.81,7.62,3.22
1600,48.17,48.06,3.68,7.78,3.25
1600,48.15,48.11,3.65,7.81,3.25
1600,48.15,48.11,3.81,7.86,3.21
1600,48.16,48.12,3.85,7.97,3.22
1700,48.08,48.06,4.88,10.38,3.97
1700,48.08,48.05,4.95,10.51,3.96
1700,48.09,48.06,4.89,10.42,3.92
1700,48.12,48.02,4.97,10.47,3.99
1700,48.08,48.00,5.38,10.59,4.05
1800,48.03,47.97,6.45,13.95,4.84
1800,48.01,47.96,6.68,14.22,4.79
1800,48.04,48.00,6.65,13.93,4.81
1800,48.01,47.95,6.48,14.14,4.90
1800,48.06,48.00,6.67,14.09,4.88
