Time: Thu Dec 15 14:12:41 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.30,48.33,0.24,0.19,-0.00
1000,48.27,48.30,0.26,0.22,-0.00
1000,48.28,48.32,0.28,0.22,-0.00
1000,48.34,48.33,0.26,0.20,-0.00
1000,48.29,48.32,0.24,0.22,-0.00
1100,48.24,48.28,0.68,0.22,0.22
1100,48.29,48.32,0.60,0.22,0.20
1100,48.32,48.32,0.62,0.21,0.19
1100,48.32,48.36,0.55,0.22,0.20
1100,48.27,48.36,0.57,0.20,0.21
1200,48.28,48.30,0.96,0.21,0.45
1200,48.30,48.35,1.00,0.19,0.44
1200,48.33,48.32,1.00,0.21,0.44
1200,48.32,48.36,0.97,0.20,0.45
1200,48.28,48.31,0.98,0.21,0.46
1300,48.25,48.32,1.58,0.18,0.72
1300,48.26,48.34,1.68,0.20,0.73
1300,48.29,48.34,1.83,0.18,0.76
1300,48.24,48.34,1.63,0.18,0.72
1300,48.29,48.34,1.42,0.21,0.68
1400,48.26,48.27,2.82,0.19,1.24
1400,48.21,48.27,3.18,0.19,1.25
1400,48.23,48.27,2.75,0.16,1.21
1400,48.24,48.30,2.84,0.17,1.23
1400,48.20,48.29,2.82,0.18,1.22
1500,48.19,48.27,4.14,0.18,1.67
1500,48.18,48.29,4.22,0.16,1.63
1500,48.22,48.27,4.11,0.16,1.62
1500,48.17,48.28,4.17,0.16,1.62
1500,48.17,48.26,4.16,0.17,1.62
1600,48.12,48.29,5.74,0.15,2.01
1600,48.11,48.27,5.66,0.13,2.05
1600,48.14,48.26,5.62,0.13,2.04
1600,48.19,48.27,5.62,0.16,2.04
1600,48.15,48.29,5.77,0.14,2.09
1700,48.12,48.20,7.75,0.12,2.55
1700,48.09,48.24,7.78,0.13,2.57
1700,48.13,48.23,7.83,0.11,2.55
1700,48.12,48.22,8.37,0.12,2.48
1700,48.11,48.24,7.81,0.12,2.48
1800,48.04,48.17,10.09,0.11,3.11
1800,48.09,48.17,9.89,0.12,3.03
1800,48.02,48.11,10.28,0.11,3.09
1800,48.01,48.16,10.31,0.12,3.19
1800,48.07,48.16,9.87,0.11,3.14
1900,47.96,48.16,13.15,0.07,3.73
1900,47.93,48.15,14.07,0.06,3.84
1900,47.93,48.13,14.21,0.06,3.82
1900,47.97,48.11,13.17,0.07,3.73
1900,47.98,48.16,13.27,0.08,3.72
