Time: Thu Dec 15 13:33:17 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.25,48.35,0.26,0.19,0.00
1000,48.25,48.27,0.28,0.21,-0.00
1000,48.34,48.33,0.27,0.23,-0.00
1000,48.27,48.37,0.26,0.19,-0.00
1000,48.32,48.38,0.27,0.23,-0.00
1100,48.26,48.32,0.60,0.21,0.21
1100,48.29,48.37,0.58,0.19,0.23
1100,48.28,48.35,0.60,0.20,0.23
1100,48.32,48.34,0.58,0.22,0.22
1100,48.30,48.34,0.60,0.22,0.23
1200,48.24,48.32,1.00,0.21,0.47
1200,48.29,48.36,0.98,0.20,0.46
1200,48.22,48.34,0.96,0.20,0.47
1200,48.31,48.35,1.02,0.20,0.48
1200,48.28,48.36,1.01,0.20,0.46
1300,48.27,48.34,1.66,0.18,0.77
1300,48.25,48.30,1.64,0.20,0.78
1300,48.29,48.35,1.65,0.20,0.78
1300,48.28,48.29,1.71,0.21,0.79
1300,48.33,48.34,1.69,0.20,0.79
1400,48.20,48.30,2.95,0.19,1.24
1400,48.19,48.27,2.94,0.18,1.26
1400,48.20,48.34,2.93,0.18,1.25
1400,48.21,48.30,2.85,0.18,1.25
1400,48.22,48.26,2.93,0.17,1.26
1500,48.19,48.26,4.39,0.15,1.68
1500,48.18,48.27,4.46,0.18,1.67
1500,48.20,48.27,4.41,0.16,1.69
1500,48.18,48.26,4.38,0.15,1.67
1500,48.15,48.26,4.23,0.15,1.65
1600,48.14,48.25,5.84,0.14,2.09
1600,48.12,48.27,5.95,0.14,2.11
1600,48.16,48.25,6.08,0.13,2.11
1600,48.17,48.19,6.07,0.15,2.11
1600,48.13,48.25,5.92,0.15,2.04
1700,48.13,48.20,8.18,0.12,2.64
1700,48.09,48.24,8.06,0.14,2.67
1700,48.08,48.19,8.29,0.12,2.66
1700,48.06,48.20,8.22,0.13,2.58
1700,48.13,48.21,8.08,0.10,2.61
1800,48.05,48.19,10.33,0.09,3.03
1800,47.98,48.21,10.47,0.11,3.13
1800,48.03,48.18,10.58,0.10,3.15
1800,47.95,48.19,10.59,0.11,3.05
1800,47.99,48.16,10.25,0.09,3.01
1900,47.89,48.13,14.69,0.07,3.80
1900,47.92,48.12,15.42,0.08,3.89
1900,47.89,48.03,15.15,0.09,3.88
1900,47.87,48.15,14.41,0.07,3.85
1900,47.91,48.09,15.25,0.05,3.83
