Time: Thu Dec 15 13:48:06 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.30,48.33,0.27,0.22,0.00
1000,48.28,48.33,0.27,0.22,0.00
1000,48.29,48.33,0.25,0.21,0.00
1000,48.30,48.33,0.26,0.19,0.00
1000,48.27,48.33,0.27,0.22,0.00
1100,48.30,48.34,0.63,0.21,0.21
1100,48.28,48.35,0.57,0.21,0.21
1100,48.31,48.35,0.59,0.21,0.21
1100,48.29,48.34,0.58,0.20,0.22
1100,48.31,48.37,0.58,0.20,0.22
1200,48.29,48.32,0.98,0.21,0.46
1200,48.28,48.33,0.95,0.20,0.46
1200,48.28,48.35,1.03,0.19,0.47
1200,48.24,48.30,0.97,0.21,0.46
1200,48.31,48.36,0.97,0.22,0.44
1300,48.22,48.29,1.59,0.20,0.76
1300,48.25,48.28,1.61,0.21,0.74
1300,48.16,48.28,1.58,0.18,0.72
1300,48.27,48.26,1.60,0.18,0.74
1300,48.23,48.30,1.64,0.17,0.78
1400,48.23,48.28,2.91,0.16,1.21
1400,48.24,48.25,2.85,0.20,1.20
1400,48.25,48.24,2.79,0.20,1.17
1400,48.23,48.33,2.81,0.18,1.20
1400,48.21,48.27,2.91,0.18,1.19
1500,48.18,48.31,4.27,0.17,1.59
1500,48.21,48.28,4.42,0.14,1.63
1500,48.20,48.24,4.30,0.17,1.56
1500,48.17,48.25,4.20,0.16,1.61
1500,48.16,48.26,4.31,0.18,1.63
1600,48.15,48.21,5.90,0.18,2.00
1600,48.18,48.22,5.87,0.13,2.06
1600,48.14,48.27,5.75,0.13,2.03
1600,48.13,48.21,5.92,0.14,2.05
1600,48.16,48.25,5.76,0.16,2.00
1700,48.08,48.20,7.78,0.12,2.51
1700,48.08,48.19,8.02,0.12,2.51
1700,48.09,48.21,7.85,0.11,2.52
1700,48.07,48.23,7.85,0.14,2.49
1700,48.07,48.19,8.08,0.12,2.49
1800,48.02,48.20,10.55,0.09,3.06
1800,48.07,48.18,10.46,0.09,3.08
1800,48.13,48.16,11.03,0.10,3.09
1800,48.00,48.16,10.58,0.09,3.08
1800,48.05,48.16,10.40,0.10,3.04
1900,47.94,48.04,15.27,0.04,3.80
1900,47.92,48.09,15.42,0.07,3.80
1900,47.97,48.04,13.91,0.03,3.72
1900,47.93,48.08,14.08,0.05,3.69
1900,47.93,48.08,14.59,0.06,3.74
