Time: Thu Dec 15 13:27:35 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.31,48.35,0.28,0.19,0.00
1000,48.34,48.33,0.28,0.22,0.00
1000,48.27,48.30,0.27,0.22,-0.00
1000,48.28,48.38,0.26,0.23,0.00
1000,48.28,48.36,0.27,0.21,0.00
1100,48.27,48.32,0.66,0.18,0.22
1100,48.28,48.30,0.60,0.21,0.23
1100,48.28,48.35,0.58,0.22,0.23
1100,48.29,48.33,0.58,0.22,0.23
1100,48.29,48.32,0.58,0.21,0.23
1200,48.24,48.37,1.00,0.22,0.44
1200,48.30,48.36,1.01,0.20,0.49
1200,48.29,48.35,1.00,0.21,0.46
1200,48.28,48.32,1.01,0.20,0.49
1200,48.28,48.34,1.01,0.20,0.49
1300,48.26,48.35,1.67,0.18,0.77
1300,48.25,48.34,1.64,0.19,0.78
1300,48.28,48.32,1.67,0.19,0.78
1300,48.24,48.33,1.68,0.19,0.78
1300,48.29,48.30,1.69,0.21,0.79
1400,48.24,48.21,2.79,0.17,1.21
1400,48.25,48.32,2.86,0.20,1.22
1400,48.23,48.27,2.83,0.18,1.23
1400,48.17,48.31,3.17,0.18,1.23
1400,48.29,48.29,2.90,0.18,1.21
1500,48.14,48.26,4.38,0.18,1.67
1500,48.20,48.24,4.30,0.17,1.67
1500,48.17,48.27,4.33,0.18,1.66
1500,48.16,48.30,4.33,0.18,1.63
1500,48.20,48.26,4.33,0.17,1.63
1600,48.14,48.23,5.80,0.17,2.01
1600,48.10,48.21,5.78,0.15,2.03
1600,48.17,48.23,5.85,0.15,2.03
1600,48.21,48.28,5.86,0.15,2.00
1600,48.18,48.26,5.98,0.14,2.02
1700,48.06,48.12,8.03,0.13,2.55
1700,48.10,48.22,8.00,0.12,2.53
1700,48.14,48.22,7.94,0.12,2.55
1700,48.03,48.19,7.84,0.12,2.55
1700,48.11,48.22,8.08,0.10,2.54
1800,48.07,48.17,10.56,0.10,3.09
1800,48.03,48.12,10.79,0.10,3.05
1800,48.01,48.16,10.36,0.11,3.07
1800,48.00,48.14,10.33,0.11,3.06
1800,47.99,48.16,10.54,0.09,3.08
1900,47.92,48.09,14.83,0.06,3.78
1900,47.93,48.09,14.26,0.06,3.72
1900,47.97,48.12,13.43,0.06,3.58
1900,47.93,48.12,13.23,0.10,3.57
1900,47.94,48.13,13.36,0.09,3.62
