Time: Thu Dec 15 13:50:48 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.28,48.32,0.26,0.22,0.00
1000,48.32,48.32,0.28,0.21,0.00
1000,48.31,48.36,0.26,0.22,0.00
1000,48.29,48.31,0.27,0.21,0.00
1000,48.33,48.32,0.25,0.20,0.00
1100,48.26,48.28,0.63,0.21,0.21
1100,48.27,48.38,0.59,0.20,0.21
1100,48.27,48.37,0.59,0.20,0.21
1100,48.27,48.35,0.56,0.21,0.21
1100,48.31,48.28,0.58,0.21,0.21
1200,48.29,48.36,0.99,0.22,0.44
1200,48.31,48.35,1.00,0.21,0.44
1200,48.28,48.29,0.96,0.19,0.44
1200,48.30,48.30,0.96,0.19,0.44
1200,48.27,48.33,0.95,0.21,0.45
1300,48.26,48.33,1.57,0.21,0.75
1300,48.28,48.34,1.61,0.19,0.75
1300,48.20,48.37,1.63,0.20,0.75
1300,48.22,48.25,1.66,0.19,0.76
1300,48.23,48.34,1.56,0.20,0.73
1400,48.19,48.31,2.87,0.17,1.18
1400,48.26,48.34,2.83,0.19,1.18
1400,48.19,48.24,2.83,0.17,1.20
1400,48.21,48.33,2.92,0.16,1.20
1400,48.23,48.27,2.87,0.15,1.19
1500,48.14,48.22,4.30,0.16,1.61
1500,48.22,48.27,4.28,0.16,1.62
1500,48.16,48.26,4.30,0.15,1.61
1500,48.21,48.26,4.23,0.16,1.64
1500,48.16,48.22,4.31,0.17,1.62
1600,48.18,48.24,5.65,0.14,2.05
1600,48.15,48.24,5.97,0.14,2.06
1600,48.13,48.18,5.90,0.16,2.08
1600,48.16,48.22,5.98,0.14,2.11
1700,48.11,48.20,8.26,0.12,2.57
1700,48.11,48.20,8.21,0.13,2.60
1700,48.12,48.26,8.02,0.12,2.60
1700,48.09,48.21,7.96,0.11,2.61
1700,48.12,48.17,8.10,0.12,2.62
1800,48.03,48.14,10.60,0.12,3.13
1800,47.95,48.17,10.95,0.09,3.18
1800,47.98,48.15,10.80,0.12,3.10
1800,48.01,48.15,10.40,0.08,3.15
1800,48.04,48.18,10.50,0.09,3.18
1900,47.83,48.09,14.39,0.06,3.83
1900,47.93,48.13,14.80,0.05,3.86
1900,47.90,48.18,14.23,0.05,3.77
1900,47.96,48.07,14.82,0.04,3.75
1900,47.90,48.11,13.58,0.08,3.76
