Time: Thu Dec 15 13:41:00 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.28,48.28,0.23,0.21,-0.00
1000,48.33,48.34,0.24,0.21,-0.00
1000,48.30,48.31,0.27,0.20,0.00
1000,48.31,48.34,0.26,0.21,-0.00
1000,48.31,48.38,0.26,0.20,-0.00
1100,48.30,48.32,0.64,0.19,0.20
1100,48.34,48.33,0.57,0.21,0.20
1100,48.33,48.28,0.57,0.20,0.21
1100,48.32,48.33,0.55,0.20,0.20
1100,48.29,48.29,0.56,0.21,0.19
1200,48.30,48.32,0.93,0.20,0.42
1200,48.25,48.32,0.91,0.22,0.42
1200,48.31,48.29,0.94,0.23,0.44
1200,48.24,48.36,0.91,0.23,0.40
1200,48.30,48.39,0.91,0.22,0.39
1300,48.28,48.31,1.55,0.17,0.71
1300,48.25,48.31,1.53,0.18,0.68
1300,48.26,48.34,1.53,0.18,0.70
1300,48.27,48.29,1.52,0.20,0.69
1300,48.31,48.31,1.61,0.19,0.70
1400,48.25,48.28,2.80,0.18,1.19
1400,48.19,48.35,2.70,0.18,1.17
1400,48.23,48.28,2.77,0.18,1.13
1400,48.25,48.27,2.77,0.18,1.14
1400,48.29,48.35,2.64,0.17,1.12
1500,48.18,48.32,4.04,0.17,1.57
1500,48.17,48.29,4.14,0.15,1.63
1500,48.16,48.26,4.24,0.16,1.61
1500,48.21,48.32,4.08,0.15,1.58
1500,48.23,48.25,3.95,0.19,1.61
1600,48.17,48.27,5.54,0.16,2.00
1600,48.17,48.28,5.38,0.15,1.99
1600,48.15,48.27,5.52,0.13,2.00
1600,48.13,48.25,5.54,0.16,2.06
1600,48.17,48.24,5.63,0.17,2.04
1700,48.12,48.18,7.75,0.12,2.53
1700,48.11,48.23,7.50,0.14,2.50
1700,48.09,48.27,7.87,0.13,2.56
1700,48.08,48.17,7.58,0.13,2.58
1700,48.26,48.10,7.92,0.14,2.50
1800,48.07,48.17,10.08,0.10,3.10
1800,48.07,48.21,10.13,0.10,3.06
1800,48.03,48.18,9.96,0.10,3.04
1800,48.06,48.17,10.17,0.10,3.02
1800,48.03,48.16,9.97,0.11,3.08
1900,47.98,48.16,12.76,0.09,3.65
1900,47.93,48.14,12.87,0.08,3.64
1900,47.98,48.14,12.97,0.08,3.65
1900,47.95,48.12,12.92,0.09,3.60
1900,48.02,48.13,12.96,0.08,3.66
