Time: Thu Dec 15 13:14:52 2022
Motor PWM, Top Voltage (V), Bottom Voltage (V), Top Current (A), Bottom Current (A), Thrust (kg)
1000,48.29,48.32,0.26,0.21,-0.00
1000,48.28,48.30,0.26,0.21,-0.00
1000,48.30,48.32,0.26,0.21,-0.00
1000,48.21,48.33,0.25,0.20,-0.00
1000,48.30,48.32,0.26,0.21,-0.00
1100,48.27,48.34,0.65,0.20,0.21
1100,48.34,48.32,0.58,0.20,0.22
1100,48.28,48.35,0.57,0.20,0.21
1100,48.29,48.33,0.57,0.20,0.21
1100,48.30,48.35,0.57,0.20,0.22
1200,48.30,48.30,1.00,0.19,0.47
1200,48.29,48.35,1.01,0.20,0.45
1200,48.29,48.32,0.98,0.20,0.45
1200,48.25,48.32,0.93,0.19,0.46
1200,48.28,48.33,0.95,0.21,0.46
1300,48.17,48.34,1.59,0.19,0.77
1300,48.24,48.30,1.54,0.20,0.75
1300,48.31,48.34,1.57,0.20,0.76
1300,48.28,48.33,1.59,0.20,0.75
1300,48.23,48.27,1.57,0.20,0.75
1400,48.25,48.30,2.74,0.17,1.21
1400,48.26,48.29,2.81,0.18,1.23
1400,48.19,48.28,3.09,0.18,1.23
1400,48.22,48.33,2.81,0.17,1.21
1400,48.25,48.31,2.74,0.16,1.21
1500,48.22,48.29,4.15,0.17,1.67
1500,48.19,48.25,4.26,0.15,1.63
1500,48.17,48.28,4.09,0.17,1.63
1500,48.19,48.27,4.22,0.19,1.62
1500,48.17,48.25,4.15,0.17,1.66
1600,48.13,48.25,5.58,0.12,2.08
1600,48.13,48.27,5.66,0.15,2.07
1600,48.13,48.21,5.62,0.16,2.07
1600,48.14,48.25,5.61,0.13,2.02
1600,48.15,48.25,5.66,0.15,2.05
1700,48.10,48.27,7.76,0.14,2.62
1700,48.11,48.22,7.56,0.13,2.56
1700,48.09,48.22,7.59,0.14,2.56
1700,48.10,48.23,7.85,0.14,2.64
1700,48.10,48.19,7.57,0.14,2.59
1800,48.01,48.18,10.12,0.11,3.09
1800,48.05,48.16,10.21,0.09,3.15
1800,48.05,48.18,10.31,0.11,3.16
1800,48.08,48.19,9.90,0.09,3.13
1800,48.03,48.17,10.23,0.10,3.16
1900,47.95,48.13,14.38,0.08,3.83
1900,47.94,48.17,13.30,0.09,3.69
1900,47.97,48.13,13.25,0.06,3.80
1900,47.94,48.07,14.06,0.08,3.92
1900,47.88,48.11,14.30,0.08,3.78
